Item,Item Description,Item Status,Quantity,Subinventory,UOM,Cost,Organization
DCGS6420-P2-NEW,2D038D......ECI-A26....SLIDE COTTER,Active,1,STOCK CAGE,EA,766.15,AAC KOKI
DCGS6421-P2-NEW,2D033F-2......ECI D2....C2 SLIDE HOLDER,Active,0,,,22,AAC KOKI
DCGS6430B-P2-NEW,2D033G-1......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.05mm,Active,4,STOCK CAGE,EA,42.79,AAC KOKI
DCGS6430C-P2-NEW,2D033G-2......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.1mm,Active,4,STOCK CAGE,EA,42.79,AAC KOKI
DCGS6430D-P2-NEW,2D033H-1......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.2mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6430E-P2-NEW,2D033H-2......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.3mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6430F-P2-NEW,2D034A-1......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.4mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6430G-P2-NEW,2D034A-2......ECI A1....SLIDE COTTER C3 STEEL SHIM 0.5mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6430-P2-NEW,2D038F......ECI-A86....SLIDE COTTER,Active,2,STOCK CAGE,EA,660,AAC KOKI
DCGS6431-P2-NEW,......ECI D2....C3 SLIDE HOLDER,Active,0,,,27,AAC KOKI
DCGS6440B-P2-NEW,2D034B-1......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.05mm,Active,4,STOCK CAGE,EA,42.79,AAC KOKI
DCGS6440C-P2-NEW,2D034B-2......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.1mm,Active,5,STOCK CAGE,EA,42.79,AAC KOKI
DCGS6440D-P2-NEW,2D034C-1......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.2mm,Active,5,STOCK CAGE,EA,27.86,AAC KOKI
DCGS6440E-P2-NEW,2D034C-2......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.3mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6440F-P2-NEW,2D034D-1......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.4mm,Active,5,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6440G-P2-NEW,2D034D-2......ECI A1....SLIDE COTTER C4 STEEL SHIM 0.5mm,Active,4,STOCK CAGE,EA,26.6,AAC KOKI
DCGS6440-P2-NEW,2D038G......ECI-A26....SLIDE COTTER,Active,2,STOCK CAGE,EA,716.4,AAC KOKI
DCGS6441-P2-NEW,......ECI D2....C4 SLIDE HOLDER,Active,0,,,2714,AAC KOKI
DCGS6461-P2-NEW,2D034E......ECI 000....GATE CUTTER SHAFT,Active,5,STOCK CAGE,EA,355.29,AAC KOKI
DCGS6462-P2-NEW,2D034F......ECI A27....GATE CUTTER,Active,7,STOCK CAGE,EA,295,AAC KOKI
DCGS6463-P2-NEW,2D034G......ECI 000....GATE CUTTER GUIDE KEY,Active,5,STOCK CAGE,EA,615,AAC KOKI
DCGS6484-P2-IR,2D034H......ECI 000....GUIDE PIN BUSHNG,Active,0,,,#N/A,AAC KOKI
DCGS6484-P2-NEW,2D034H......ECI 000....GUIDE PIN BUSHNG,Active,4,STOCK CAGE,EA,417.9,AAC KOKI
DCGS6490-P2-NEW,"2D039D.....ECI 000.....JOINT CYLINDER C2,C3,C4",Active,6,STOCK CAGE,EA,90,AAC KOKI
DCGS6497-P2-NEW,2D035A......ECI-A41....SHUT OFF STATIONARY INSERT,Active,3,STOCK CAGE,EA,180.67,AAC KOKI
DCGS6501-P2-NEW,2D035B-1......ECI-000....SHUT OFF MOVABLE INSERT B,Active,8,STOCK CAGE,EA,183.29,AAC KOKI
DCGS6502-P2-NEW,2D035B-2......ECI 000....SHUT OFF MOVABLE INSERT C,Active,6,STOCK CAGE,EA,183.29,AAC KOKI
DCGS6503-P2-NEW,2D035C-1......ECI 000....SHUT OFF MOVABLE INSERT D,Active,6,STOCK CAGE,EA,183.29,AAC KOKI
DCGS6504-P2-NEW,2D035C-2......ECI-000....SHUT OFF MOVABLE INSERT E,Active,8,STOCK CAGE,EA,183.29,AAC KOKI
DCGS6511-P2-NEW,2D035D-1......ECI-98....MOVABLE CORE PIN AD1,Active,19,STOCK CAGE,EA,19.86,AAC KOKI
DCGS6512-P2-NEW,2D035D-2......ECI D2....EJECTOR PIN SLEEVE,Active,30,STOCK CAGE,EA,30.16,AAC KOKI
DCGS6513-P2-NEW,"2D035D-3......ECI D2....STATIONARY CORE PIN BD1, BD2",Active,18,STOCK CAGE,EA,16.71,AAC KOKI
DCGS6514-P2-NEW,2D035D-4......ECI-D2....STATIONARY CORE PIN BD3,Active,8,STOCK CAGE,EA,85,AAC KOKI
DCGS6515-P2-NEW,2D035E-1......ECI-A32....STATIONARY CORE PIN BD4,Active,11,STOCK CAGE,EA,16.71,AAC KOKI
DCGS6516-P2-NEW,2D035E-2......ECI D2....STATIONARY CORE PIN BD5,Active,6,STOCK CAGE,EA,16.71,AAC KOKI
DCGS6517-P2-NEW,2D035E-3......ECI-A98....STATIONARY CORE PIN BD6,Active,17,STOCK CAGE,EA,16.71,AAC KOKI
DCGS6518-P2-NEW,2D035E-4......ECI D2....STATIONARY CORE PIN BD7,Active,7,STOCK CAGE,EA,36.62,AAC KOKI
DCGS6519-P2-NEW,2D035F......ECI-A42...MOVABLE SHUT OFF PIN,Active,40,STOCK CAGE,EA,119.9,AAC KOKI
DCGS6520-P2-NEW,2D035H......ECI D2....STATIONARY SHUT OFF PIN,Active,6,STOCK CAGE,EA,67,AAC KOKI
DCGS6703-P2-NEW,2D039E.....ECI 000-RETURN PIN,Active,8,STOCK CAGE,EA,169.15,AAC KOKI
DCGS6803-P2-NEW,2K020D......HYDRAULIC CY LINDER  [SP-NFA15C100N100] WITH MLS100 AND COUPLING [MI180014],Active,1,STOCK CAGE,EA,3471.36,AAC KOKI
DCGS6812-P2-NEW,2D037A.....ECI 000.....C1 SLIDE  GUIDE SHAFT,Active,2,STOCK CAGE,EA,145,AAC KOKI
DCGS69010-P2-NEW,2D036G......ECI-A77....GUIDE PIN  [GPJL60-450-N110] MISUMI,Active,5,STOCK CAGE,EA,457.14,AAC KOKI
DCGS69010-P2-OSP,2D036G......ECI-A77....GUIDE PIN  [GPJL60-450-N110] MISUMI,Inactive,0,,,#N/A,AAC KOKI
DCGS69011-P2-IR,2D037B......ECI D2....GUIDE PIN BUSHING  [GBHE60-150],Active,0,,,#N/A,AAC KOKI
DCGS69011-P2-NEW,2D037B......ECI-A74....GUIDE PIN BUSHING  [GBHE60-150],Active,5,STOCK CAGE,EA,235,AAC KOKI
DCGS69013-P2-NEW,2D036H.....MISUMI HIGH DEFLECTION COIL SPRING  [SWR50-275],Active,0,,,17.87,AAC KOKI
DCGS6940-P2-NEW,2D036A......ECI-A94....SPRUE CORE BUSHING (BODY),Active,7,STOCK CAGE,EA,829,AAC KOKI
DCGS6941A-P2-NEW,2D036C......SBB 8-20 HEX SOCKET BOLT LOW HEAD PROFILE,Active,32,STOCK CAGE,EA,2.3,AAC KOKI
DCGS6941-P2-IR,2D036D......ECI A32....SPRUE CORE BUSHING (RING),Active,0,,,#N/A,AAC KOKI
DCGS6941-P2-NEW,2D036D......ECI-A94...SPRUE CORE BUSHING (RING),Active,12,STOCK CAGE,EA,1898,AAC KOKI
DCGS6945-P2-NEW,OBSOLETE......ECI A13....SPRUE CORE COOLING BUSHING,Inactive,0,,,67.71,AAC KOKI
DCGS69600-P2-NEW,INACTIVE......ECI A37....MOVABLE INSERT CORE SUS SLEEVE,Inactive,0,,,60.4,AAC KOKI
DCGS69600WP1/WP2-P2-NEW,2D037E-1.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,3,STOCK CAGE,EA,64.95,AAC KOKI
DCGS69600WP15-P2-NEW,2D037E-4.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,9,STOCK CAGE,EA,64.95,AAC KOKI
DCGS69600WP16-P2-NEW,2D037E-5.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCGS69600WP17-P2-NEW,2D037E-6.....ECI-A37.....MOV INSERT CORE SUS SLEEVE,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCGS69600WP3-P2-NEW,2D037E-2.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,5,STOCK CAGE,EA,#N/A,AAC KOKI
DCGS69600WP4-P2-NEW,2D037E-3.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,4,STOCK CAGE,EA,77.52,AAC KOKI
DCGS69600WP5/WP14-P2-NEW,2D037F-1.....ECI-000.....MOV INSERT CORE SUS SLEEVE,Active,9,STOCK CAGE,EA,#N/A,AAC KOKI
DCGS69601-P2-NEW,2D037F-2......ECI A37....STATIONARY JET COOLIMG PIPE,Active,13,STOCK CAGE,EA,121.38,AAC KOKI
DCGS69602-P2-NEW,INACTIVE......ECI D2....MOVABLE JET COOLING PIPE,Inactive,0,,,122,AAC KOKI
DCGS69602WP11-WP14-P2-NEW,2D037G-4.....ECI-000....MOVABLE JET COOLING PIPE,Active,3,STOCK CAGE,EA,121.39,AAC KOKI
DCGS69602WP1-WP5-P2-NEW,2D037G-1.....ECI-000....MOVABLE JET COOLING PIPE,Active,3,STOCK CAGE,EA,121.39,AAC KOKI
DCGS69602WP6-WP10-P2-NEW,2D037G-2.....ECI D2....MOVABLE JET COOLING PIPE,Active,3,STOCK CAGE,EA,121.38,AAC KOKI
DCGS69602WP6-WP7-WP9-WP10-P2-NEW,INACTIVE.....ECI D2....MOVABLE JET COOLING PIPE,Inactive,0,,,122,AAC KOKI
DCGS69602WP8,INACTIVE.....ECI D2....MOVABLE JET COOLING PIPE,Inactive,0,,,#N/A,AAC KOKI
DCGS69602WP8-P2-NEW,2D037G-3.....ECI D2....MOVABLE JET COOLING PIPE,Active,3,STOCK CAGE,EA,121.38,AAC KOKI
DCGS69603-P2-NEW,Inactive......ECI 000....STATIONARY JET COOL HOLDING BLOCK B,NoPurchase,0,,,122,AAC KOKI
DCGS69604-P2-NEW,2D021E-1......ECI 000....MOVABLE INSERT CORE JET COOLING PIPE,Active,4,STOCK CAGE,EA,121.39,AAC KOKI
DCGS69605-P2-NEW,2D021E-2......ECI-000....STATIONARY JET COOL CORE PIN BD7,Active,3,STOCK CAGE,EA,121.39,AAC KOKI
DCGS69606-P2-NEW,2D021F...ECI-000-WB20 COOLING PIPE,Inactive,0,,,145,AAC KOKI
DCGS69607-P2-NEW,2D021F-2.....ECI-A37.....MOVEABLE INSERT SUS SLEEVE,Active,4,STOCK CAGE,EA,175,AAC KOKI
DCGS69610-P2-NEW,2D021G-1......ECI 000....SLIDE CORE COOLING PLUG C2W5,Active,21,STOCK CAGE,EA,125,AAC KOKI
DCGS69611-P2-NEW,2D021G-2......ECI 000....SLIDE CORE COOLING PLUG C2W1,Active,9,STOCK CAGE,EA,125,AAC KOKI
DCGS69612-P2-NEW,2D021H-1......ECI 000....SLIDE CORE COOLING PLUG C2W2,Active,4,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69613-P2-NEW,2D021H-2......ECI 000....SLIDE CORE COOLING PLUG C2W3,Active,5,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69614-P2-NEW,2D031A-1......ECI 000....SLIDE CORE COOLING PLUG C2W4,Active,5,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69615-P2-NEW,2D031A-2......ECI 000....SLIDE CORE COOLING PLUG C3W1,Active,5,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69616-P2-NEW,2D031B-1......ECI 000....SLIDE CORE COOLING PLUG C3W2,Active,7,STOCK CAGE,EA,125,AAC KOKI
DCGS69617-P2-NEW,2D031B-2......ECI 000....SLIDE CORE COOLING PLUG C3W3,Active,5,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69618-P2-NEW,2D031C-1......ECI 000....SLIDE CORE COOLING PLUG C3W4,Active,4,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69619-P2-NEW,2D031C-2......ECI 000....SLIDE CORE COOLING PLUG C3W5,Active,4,STOCK CAGE,EA,125,AAC KOKI
DCGS69620-P2-NEW,2D031D-1......ECI 000....SLIDE CORE COOLING PLUG C3W6,Active,5,STOCK CAGE,EA,125,AAC KOKI
DCGS69621-P2-NEW,2D031D-2......ECI 000....SLIDE CORE COOLING PLUG C4W1,Active,4,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69622-P2-NEW,2D031E-1......ECI 000....SLIDE CORE COOLING PLUG C4W2,Active,4,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69623-P2-NEW,2D031E-2......ECI-A72....SLIDE CORE COOLING PLUG C4W3,Active,5,STOCK CAGE,EA,125,AAC KOKI
DCGS69624-P2-NEW,2D031F-1......ECI 000....SLIDE CORE COOLING PLUG C4W4,Active,5,STOCK CAGE,EA,118.75,AAC KOKI
DCGS69625-P2-NEW,2D031F-2......ECI-D1....MOVABLE COOLING PIPE,Active,12,STOCK CAGE,EA,124.37,AAC KOKI
DCGS69626-P2-NEW,2D031G......ECI-D1....MOVABLE COOLING PIPE,Active,4,STOCK CAGE,EA,135,AAC KOKI
DCGS69627-P2-NEW,2D031H......ECI A37....STATIONARY COOLING PIPE,Active,12,STOCK CAGE,EA,124.38,AAC KOKI
DCGS69627WB10-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB11-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB12-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB13-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB14-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB15-P2-NEW,.....ECI D6....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB1-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB24-P2-NEW,.....ECI A6....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB25-P2-NEW,.....ECI A37....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB2-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,124.37,AAC KOKI
DCGS69627WB3-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB4-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB5-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB6-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB7-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB8-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69627WB9-P2-NEW,.....ECI 000....STATIONARY COOLING PIPE,Active,2,STOCK CAGE,EA,125,AAC KOKI
DCGS69630-P2-NEW,2D021C.....ECI-A82.....STATIONARY COOLING BUSHING,Active,1,STOCK CAGE,EA,210,AAC KOKI
DCGS69641-P2-NEW,2D037H.....ECI-A89.....STAT COOLING BUSHING WB10,Active,5,STOCK CAGE,EA,125,AAC KOKI
DCGS69642-P2-NEW,2D038E.....ECI-A55.....( IN ) POWER COOL FILTER,Active,7,STOCK CAGE,EA,71.56,AAC KOKI
DCGS69723-A-P2-NEW,2D039F.....ECI A23....STATIONARY COOLING PIPE IN,Active,14,STOCK CAGE,EA,75,AAC KOKI
DCGS69723-B-P2-NEW,2D039G.....ECI A23....STATIONARY COOLING PIPE OUT,Active,12,STOCK CAGE,EA,75,AAC KOKI
DCHB60702-P1-NEW,1ZO096B....ECI 000.....MOVABLE VACUUM VALVE CORE,Active,5,STOCK CAGE,EA,1695,AAC KOKI
DCHB60716-P1-NEW,1ZO088A....ECI 000.....STATIONARY VACUUM VALVE INSERT CORE,Active,5,STOCK CAGE,EA,290,AAC KOKI
DCHB60719-P1-NEW,1ZO088E....ECI 000.....MOVABLE VALVE JOINT,Active,4,STOCK CAGE,EA,285,AAC KOKI
DCHB60751-P1-NEW,1ZO100A....ECI 000.....STATIONARY VALVE CORE,Active,5,STOCK CAGE,EA,2160,AAC KOKI
DCHB60763-P1-NEW,1ZO088B....ECI 000.....MOVABLE VALVE TYPE-B,Active,5,STOCK CAGE,EA,198,AAC KOKI
DCHB6302-P1-NEW,1ZO099G...ECI A1...MOVABLE INSERT  CORE A1,Active,3,STOCK CAGE,EA,2800,AAC KOKI
DCHB6303-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE B,Inactive,0,,,516,AAC KOKI
DCHB6304-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE C,Inactive,0,,,472,AAC KOKI
DCHB6305-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE D,Inactive,0,,,740,AAC KOKI
DCHB6306-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE E,Inactive,0,,,445,AAC KOKI
DCHB6307-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE F,Inactive,0,,,2250,AAC KOKI
DCHB6308-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE G,Inactive,0,,,600,AAC KOKI
DCHB6309-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE H,Inactive,0,,,518,AAC KOKI
DCHB6310-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE I,Inactive,0,,,1400,AAC KOKI
DCHB6311-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE J,Inactive,0,,,518,AAC KOKI
DCHB6312-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE K,Inactive,0,,,2085,AAC KOKI
DCHB6313-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE L,Inactive,0,,,750,AAC KOKI
DCHB6314-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE M,Inactive,0,,,350,AAC KOKI
DCHB6315-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE N,Inactive,0,,,885,AAC KOKI
DCHB6316-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE O,Inactive,0,,,308,AAC KOKI
DCHB6317-P1-NEW,.......ECI 000....MOVABLE INSERT  CORE P,Inactive,0,,,325,AAC KOKI
DCHB6351-P1-NEW,1ZO099H.....ECI-D1....STATIONARY INSERT CORE B1,Active,3,STOCK CAGE,EA,3035,AAC KOKI
DCHB6352-P1-NEW,......ECI 000....STATIONARY INSERT CORE,Inactive,0,,,625,AAC KOKI
DCHB6353-P1-NEW,......ECI 000....STATIONARY INSERT CORE,Inactive,0,,,325,AAC KOKI
DCHB6408-P1-NEW,1ZO086A.....ECI 000.....STATIONARY INSERT CORE B1,Active,1,STOCK CAGE,EA,350,AAC KOKI
DCHB6408-P2-NEW,.....ECI 000.....STATIONARY INSERT CORE B1,Inactive,0,,,#N/A,AAC KOKI
DCHB6409-P1-NEW,1ZO086B.....ECI 000.....SLIDE GUIDE KEY C1-L,Active,1,STOCK CAGE,EA,410,AAC KOKI
DCHB6410-P1-NEW,1ZO086C.....ECI 000.....SLIDE GUIDE KEY C5-R,Active,1,STOCK CAGE,EA,450,AAC KOKI
DCHB6411-P1-NEW,1ZO086D.....ECI 000.....SLIDE GUIDE KEY C5 L,Active,1,STOCK CAGE,EA,510,AAC KOKI
DCHB6412-P1-NEW,1ZO086E.....ECI 000.....SLIDE LOWER PLATE C1,Active,2,STOCK CAGE,EA,195,AAC KOKI
DCHB6414-P1-NEW,1ZO086F.....ECI 000.....SLIDE LOWER PLATE C5-R,Active,1,STOCK CAGE,EA,230,AAC KOKI
DCHB6415-P1-NEW,1ZO086G.....ECI 000.....SLIDE LOWER PLATE C5-L,Active,1,STOCK CAGE,EA,230,AAC KOKI
DCHB6416-P1-NEW,1ZO086H-1.....ECI 000.... SLIDE CENTER KEY C1,Active,1,STOCK CAGE,EA,210,AAC KOKI
DCHB6417-P1-NEW,1ZO086H-2.....ECI 000.....SLIDE CENTER KEY C5,Active,1,STOCK CAGE,EA,210,AAC KOKI
DCHB6418-P1-NEW,1ZO087A.....ECI 000.....SLIDE BACK UP PLATE C1,Active,1,STOCK CAGE,EA,345,AAC KOKI
DCHB6425-P1-NEW,1ZO087B....ECI 000.....CYLINDER JOINT C1,Active,1,STOCK CAGE,EA,240,AAC KOKI
DCHB6426-P1-NEW,1ZO087C....ECI 000.....CYLINDER JOINT C5,Active,1,STOCK CAGE,EA,250,AAC KOKI
DCHB6431-P1-NEW,......ECI 000....C1 SLIDE RAIL,Inactive,0,,,175,AAC KOKI
DCHB6432-P1-NEW,......ECI 000....C1 CENTER KEY,Inactive,0,,,175,AAC KOKI
DCHB6433-P1-NEW,......ECI 000....C1 SLIDE STOPPER,Inactive,0,,,175,AAC KOKI
DCHB6435-P1-NEW,......ECI 000....SLIDE LOCATION BLOCK,Inactive,0,,,150,AAC KOKI
DCHB6501-P1-NEW,1ZO089A-1...ECI 000...MOVABLE CORE PIN AD1,Active,16,STOCK CAGE,EA,16.95,AAC KOKI
DCHB6502-P1-NEW,1ZO089A-2...ECI A17...MOVABLE CORE PIN AD2,Active,8,STOCK CAGE,EA,33.34,AAC KOKI
DCHB6503-P1-NEW,1ZO089B-1...ECI-A4...MOVABLE CORE PIN AD3,Active,12,STOCK CAGE,EA,19.21,AAC KOKI
DCHB6504-P1-NEW,1ZO089B-2...ECI A17...MOVABLE CORE PIN AD4,Active,36,STOCK CAGE,EA,36.16,AAC KOKI
DCHB6505-P1-NEW,1ZO089C-1...ECI 000...MOVABLE CORE PIN AD5,Active,4,STOCK CAGE,EA,16.39,AAC KOKI
DCHB6506-P1-NEW,1ZO089C-2...ECI A17...MOVABLE CORE PIN AD6,Active,5,STOCK CAGE,EA,32.21,AAC KOKI
DCHB6507-P1-NEW,1ZO089D-1...ECI 000...MOVABLE CORE PIN AD7,Active,4,STOCK CAGE,EA,16.39,AAC KOKI
DCHB6508-P1-NEW,1ZO089D-2...ECI A17...MOVABLE CORE PIN AD8,Active,4,STOCK CAGE,EA,32.21,AAC KOKI
DCHB6509-P1-NEW,1ZO089E-1...ECI-D5...MOVABLE CORE PIN AD9,Active,5,STOCK CAGE,EA,28.24,AAC KOKI
DCHB6510-P1-NEW,1ZO089E-2...ECI A17...MOVABLE CORE PIN AD10,Active,9,STOCK CAGE,EA,129,AAC KOKI
DCHB6511-P1-NEW,1ZO089F-1...ECI A17...MOVABLE CORE PIN AD11,Active,5,STOCK CAGE,EA,69.5,AAC KOKI
DCHB6512-P1-NEW,1ZO089F-2...ECI A17...MOVABLE CORE PIN AD12,Active,6,STOCK CAGE,EA,129,AAC KOKI
DCHB6513-P1-NEW,1ZO089G-1....ECI A17.....MOVABLE CORE PIN AD13,Active,3,STOCK CAGE,EA,124,AAC KOKI
DCHB6514-P1-NEW,1ZO089G-2....ECI A17.....MOVABLE CORE PIN AD14,Active,12,STOCK CAGE,EA,133,AAC KOKI
