Order Number,Drawing Number,Equipment,Cable Number,Originating Point,Termination Point,Cable Type,Cable Color,Wire1,Wire2,Wire3,Wire4,Wire5,Wire6,Wire7,Wire8,Wire9,Wire10,Conduit Size,Conduit Qty,Notes
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-4,TB-4,TB-8,KX-S,WH,5500+,5500-,,,,,,,,,,6.1,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-1,TB-4,TB-8,D-LIST-MTW 14 AWG 10 C,,P24,PLS24P,PW24,,,,,,,SP TB8-1,,20.2,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-1,TB-4,TB-8,D-LIST-MTW 14 AWG 10 C,G,N24P,NLS24,NW24,PW24,NW24,,,,,,,,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-2,TB-4,TB-8,D-LIST-MTW 14 AWG 10 C,,1321,Y3111,Y3112,Y3504,Y3505,Y3512,Y3513,SP TB8-11,SP TB8-12,G,KPF-54,20.2,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG 20 C,,X2310,SP TB8-21,SP TB8-22,SP TB8-23,SP TB8-24,SP TB8-25,SP TB8-26,SP TB8-27,SP TB8-28,SP TB8-29,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG 20 C,,SP TB8-30,SP TB8-31,SP TB8-32,SP TB8-33,SP TB8-34,SP TB8-35,SP TB8-36,SP TB8-37,SP TB8-38,SP TB8-39,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG 20 C,,SP TB8-40,,,,,,,,,,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-1,TB-8,TB-F2,MTW 14 AWG ×1 W,BU,PW24,,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-2,TB-8,TB-F2,MTW 14 AWG ×1 W,B/W,NW24,,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-3,TB-8,TB-F2,MTW 16 AWG x 13 W,BU,CWX0100,CWX0101,CWX0102,CWX0103,CWX0104,CWX0105,CWX0106,CWX0107,CWX0108,CWX0109,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-3,TB-8,TB-F2,MTW 16 AWG x 13 W,BU,SP TBF2-1,SP TBF2-2,SP TBF2-3,,,,,,,,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-4,TB-8,TB-F2,MTW 12 AWG ×1 WG/Y,G,,,,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-ES21D-L1,CONTROL PANEL,ES-21D CYLINDER POSITION 2 (FIXED VIEW TOP LEFT),4P-RBT-0103-40 x 1 W,,<CAB1081 FROM AMP1080>,,,,,,,,,,KMS-22,8,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-ES41D-L1,CONTROL PANEL,ES-41D CYLINDER POSITION 4 (FIXED VIEW BOTTOM LEFT),4P-RBT-0103-40 x 1 W,,<CAB1091 FROM AMP1090>,,,,,,,,,,KMS-22,8,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-1,CONTROL PANEL,TB-11,MTW 14 AWG x 8 W,BU,P24,P24,P24P,P24P,PLS24P,PLS24P,SP TB11-1,SP TB11-2,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-2,CONTROL PANEL,TB-11,MTW 14 AWG x 8 W B/W,N24,N24,N24,N24P,N24P,NLS24,NLS24,SP TB11-3,SP TB11-4,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-3,CONTROL PANEL,TB-11,MTW 16 AWG x 40 W,BU,1901,1902,1911,1912,SP TB11-11,SP TB11-12,SP TB11-13,SP TB11-14,SP TB11-15,SP TB11-16,KMS-54,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-3,CONTROL PANEL,TB-11,MTW 16 AWG x 40 W,BU,X2006,X2007,X2008,X2009,X2309,X2408,X2409,X2513,X2605,X2606,KMS-54,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-3,CONTROL PANEL,TB-11,MTW 16 AWG x 40 W,BU,X2607,X2802,X2803,X2806,X2807,X2810,X2811,X2814,X2815,TB11-17,KMS-54,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-3,CONTROL PANEL,TB-11,MTW 16 AWG x 40 W,BU,Y1714A,Y1715A,Y3702,Y3703,Y3704,Y3705,Y3609,SP TB11-18,SP TB11-19,SP TB11-20,KMS-54,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-4,CONTROL PANEL,TB-11,KDF-SBL 0.75 sq x 2 C,,6000,6001,6002 SH,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-5,CONTROL PANEL,TB-11,KDF-SBL 0.75 sq x 2 C,,6010,6011,6002 SH,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-6,CONTROL PANEL,TB-11,UE/2501-SB(N)/TC LF 18 AWG - 4 C,,6120,6121,CUT,CUT,6122 SH,,,,,,,11.3,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C1-7,CONTROL PANEL,TB-11,UE/2501-SB(N)/TC LF 18 AWG - 4 C,,6130,6131,CUT,CUT,6132 SH,,,,,,,11.3,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C2-1,CONTROL PANEL,TB-11,MTW 14 AWG x 3 W,WH,1321,SP TB11-31,SP TB11-32,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C2-2,CONTROL PANEL,TB-11,MTW 16 AWG x 30 W,RD,Y3012,Y3013,Y3100,Y3101,Y3102,Y3113,Y3114,Y3115,Y3214,Y3306,KMS-36,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C2-2,CONTROL PANEL,TB-11,MTW 16 AWG x 30 W,RD,Y3307,Y3308,Y3309,Y3500,Y3501,Y3508,Y3509,Y3510,Y3511,Y3514,KMS-36,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C2-2,CONTROL PANEL,TB-11,MTW 16 AWG x 30 W,RD,Y3515,SP TB11-33,SP TB11-34,SP TB11-35,SP TB11-36,SP TB11-37,SP TB11-38,SP TB11-39,SP TB11-40,SP TB11-41,KMS-36,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB11-C2-3,CONTROL PANEL,TB-11,MTW 12 AWG x 1 W,G/Y,G,,,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-1,TB-4,TB-8,D-LIST-MTW 18 AWG-20 С,,X1800,X1801,X1804,X1805,X1808,X1809,X1812,X1813,X1900,X1901,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-1,TB-4,TB-8,D-LIST-MTW 18 AWG-20 С,G,X1904,X1905,X1908,X1909,X1912,X1913,X2200,X2201,X2202,,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-2,TB-4,TB-8,D-LIST-MTW 18 AWG-20 C,,X2203,X2307,X2514,X2515,X2610,X2611,X2612,CWX0100,CWX0101,CWX0102,KPF-54,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-2,TB-4,TB-8,D-LIST-MTW 18 AWG-20 C,,CWX0103,CWX0104,CWX0105,CWX0106,CWX0107,CWX0108,CWX0109,Y3607,Y3608,CUT,KPF-54,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-3,TB-4,TB-8,KDF-SB 0.5 sq x 4 P,BN,5710,NLS24,5711,NLS24,PLS24,NLS24,5712,NLS24,5713,SH,,10.5,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C1-4,TB-4,TB-8,KX-S,WH,5500+,5500-,,,,,,,,,,6.1,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-1,TB-4,TB-8,D-LIST-MTW 14 AWG-10 C,,P24,PLS24P,PW24,SP,TB8-1,,,,,,,20.2,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-1,TB-4,TB-8,D-LIST-MTW 14 AWG-10 C,G,N24P,NLS24,NW24,PW24,NW24,,,,,,,20.2,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-2,TB-4,TB-8,D-LIST-MTW 14 AWG-10 C,,1321,Y3111,Y3112,Y3504,Y3505,Y3512,Y3513,SP,TB8-11,TB8-12,KPF-54,20.2,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG-20 C,,X2310,SP,TB8-21,TB8-22,TB8-23,TB8-24,TB8-25,TB8-26,TB8-27,TB8-28,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG-20 C,SP,TB8-29,TB8-30,,,,,,,,,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB4-TB8-C2-3,TB-4,TB-8,D-LIST-MTW 18 AWG-20 C,SP,TB8-31,TB8-32,TB8-33,TB8-34,TB8-35,TB8-36,TB8-37,TB8-38,TB8-39,TB8-40,,20,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-1,TB-8,TB-F2,MTW 14 AWG×1 W,BU,PW24,,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-2,TB-8,TB-F2,MTW 14 AWG×1 W,B/W,NW24,,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-3,TB-8,TB-F2,MTW 16 AWG x 13 W,BU,CWX0100,CWX0101,CWX0102,CWX0103,CWX0104,CWX0105,CWX0106,CWX0107,CWX0108,CWX0109,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-3,TB-8,TB-F2,MTW 16 AWG x 13 W,SP,TBF2-1,TBF2-2,TBF2-3,,,,,,,,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB8-TBF2-C1-4,TB-8,TB-F2,MTW 12 AWG×1 W,G/Y,,,,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-P1-1,POWER PANEL,TB-14,UE/STO (N)/TC LF 8 AWG - 4E,BK,U4300,V4300,W4300,G,,,,,,,,25.5,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-P1-2,POWER PANEL,TB-14,MTW 14 AWG×3 W,BK,U7,V7,W7,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-P1-3,POWER PANEL,TB-14,MTW 12 AWG×3 W,BK,U10,V10,W10,,,,,,,,KMS-54,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-P1-4,POWER PANEL,TB-14,MTW 14 AWG×2 W,B/W,803,804,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-P1-5,POWER PANEL,TB-14,MTW 14 AWG x 4 W,BK,4510,4511,4552,4553,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-L1-1,POWER PANEL,TB-14,KVC-36SBT 0.5 sq - 12 C,BLACK,4303,4304,4305,4306,4307,4308,4317,4318,4319,4320,KMS-28,10,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-L1-1,POWER PANEL,TB-14,KVC-36SBT 0.5 sq - 12 C,BLUE BU/WH SHIELD <CAB430>,4312,4311,4321,4521,4522,4523,4524,4525,4526,4527,KMS-28,10,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-L1-2,POWER PANEL,TB-14,KVC-36SBT 0.5 sq - 12 C,BK,4521,4522,4523,4524,4525,4526,4527,4528,4531,4532,,10,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB14-L1-2,POWER PANEL,TB-14,KVC-36SBT 0.5 sq - 12 C,BU BU/WH SH,4533,4534,4535,,,,,,,,,10,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-1,CONTROL PANEL,TB-14,MTW 14 AWG x 10 W,BU,P24,P24,P24P,P24P,PLS24,PLS24,PLS24P,PLS24P,SP TB14-1,SP TB14-2,Φ 3.7,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-2,CONTROL PANEL,TB-14,MTW 14 AWG x 8 W,B/W,N24,N24,N24P,N24P,NLS24,NLS24,SP TB14-3,SP TB14-4,,,Φ 3.7,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-3,CONTROL PANEL,TB-14,MTW 16 AWG x 45 W,BU,1902,1903,1905,1906,1912,1913,1915,1916,SP TB14-11,SP TB14-12,Φ 3.3,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-3,CONTROL PANEL,TB-14,MTW 16 AWG x 45 W,BU,231,232,233,234,5610,5611,5612,SP TB14-13,SP TB14-14,SP TB14-15,,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-3,CONTROL PANEL,TB-14,MTW 16 AWG x 45 W,BU,X2300,X2302,X2303,X2304,X2400,X2401,X2404,X2405,X2504,X2508,,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-3,CONTROL PANEL,TB-14,MTW 16 AWG x 45 W,BU,X2509,X2510,X2511,,SP TB14-16,SP TB14-17,SP TB14-18,SP TB14-19,SP TB14-20,SP TB14-21,KMS-54,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C1-3,CONTROL PANEL,TB-14,MTW 16 AWG x 45 W,BU,Y3604,Y3605,Y3613,Y3614,Y3615,,,,,,,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C2-1,CONTROL PANEL,TB-14,MTW 14 AWG x 3 W,WH,1321,SP TB14-31,SP TB14-32,,,,,,,,Φ 3.7,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C2-2,CONTROL PANEL,TB-14,MTW 16 AWG x 20 W,RD,Y3006,Y3008,Y3400,Y3402,Y3404,Y3405,Y3406,Y3407,Y3408,Y3409,Φ 3.3,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C2-2,CONTROL PANEL,TB-14,MTW 16 AWG x 20 W,RD,Y3410,Y3411,Y3412,Y3413,SP TB14-33,SP TB14-34,SP TB14-35,SP TB14-36,SP TB14-37,SP TB14-38,KMS-36,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-C2-3,CONTROL PANEL,TB-14,MTW 12 AWG x 1 W,G/Y,,,,,,,,,,,Φ 4.3,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-1,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,3801,3802,3803,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-2,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,3900,3901,3902,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-3,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,3910,3911,3912,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-4,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,5400,5401,5402,,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-5,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,5410,5411,5402,,,,,,,,KMS-36,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-6,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,5420,5421,5422 (SH),,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-7,CONTROL PANEL,TB-14,KDF-SBL 0.75 sq x 2 C,,5430,5431,5432 (SH),,,,,,,,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-8,CONTROL PANEL,TB-14,UE/2501-SB(N)/TC LF 18 AWG - 4 C,,6100,6101,CUT,CUT,6102 (SH),,,,,,,11.3,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB14-L1-9,CONTROL PANEL,TB-14,16XAWG28-**M x1 w,,PC24,RD&RD/BK,NC24,BK&BK,BN,BN/BK,OR,OR/BK,YE,YE/BK,,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,,CONTROL PANEL,TB-14,,GN,4107,GN/BK,4109,BU,4110,BU/BK,4121,SH,,,,,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-1,TB-14,TB-15,MTW 14 AWG x 7 W,BU,P24,PLS24,PLS24P,SP TB15-1,SP TB15-2,SP TB15-3,SP TB15-4,,,,Φ,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-2,TB-14,TB-15,MTW 14 AWG x 7 W B/W,B/W,N24,NLS24,SP TB15-5,SP TB15-6,SP TB15-7,SP TB15-8,SP TB15-9,,,,Φ,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-3,TB-14,TB-15,MTW 16 AWG x 15 W,BU,1905,1906,1915,1916,X2302,X2303,Y3613,Y3614,Y3615,SP TB15-10,Φ,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-3,TB-14,TB-15,MTW 16 AWG x 15 W,BU,SP TB15-11,SP TB15-12,SP TB15-13,SP TB15-14,SP TB15-15,,,,,,Φ,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-4,TB-14,TB-15,KDF-SBL 0.75 sq x 2 C,,3900,3901,3902,,,,,,,,KMS-42,6,Cable Supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-5,TB-14,TB-15,KDF-SBL 0.75 sq x 2 C,,5400,5401,5402,,,,,,,,,,Cable Supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-6,TB-14,TB-15,KDF-SBL 0.75 sq x 2 C,,5410,5411,5402,,,,,,,,,,Cable Supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C1-7,TB-14,TB-15,16XAWG28-**M,,PC24 RD&RD/BK,NC24 BK&BK,4101 BN,4102 BN/BK,4103 OR,4104 OR/BK,4105 YE,4106 YE/BK,,,Φ,6,Cable Supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C2-1,TB-14,TB-15,MTW 14 AWG x 3 W,WH,1321,SP TB15-21,SP TB15-22,,,,,,,,Φ,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C2-2,TB-14,TB-15,MTW 16 AWG x 15 W,RD,Y3400,Y3402,Y3405,Y3406,Y3407,Y3408,Y3409,Y3410,Y3411,Y3412,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C2-2,TB-14,TB-15,MTW 16 AWG x 15 W,RD,SP TB15-23,SP TB15-24,SP TB15-25,SP TB15-26,SP TB15-27,,,,,,KMS-28,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB14-TB15-C2-3,TB-14,TB-15,MTW 12 AWG x 1 W,G,,,,,,,,,,,Φ,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB15-STB-C1-1,TB-15,SIGNAL TOWER BOX,MTW 14 AWG x 2 W,BU,P24,SP STB-1,,,,,,,,,Φ,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB15-STB-C1-2,TB-15,SIGNAL TOWER BOX,MTW 14 AWG x 2 W B/W,N24,SP STB-2,,,,,,,,,,KMS-22,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB15-STB-C1-3,TB-15,SIGNAL TOWER BOX,MTW 16 AWG x 5 W,BU,Y3613,Y3614,Y3615,SP STB-3,SP STB-4,,,,,,Φ,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,TB15-STB-C1-4,TB-15,SIGNAL TOWER BOX,MTW 14 AWG x 1 W,G,,,,,,,,,,,Φ,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB21-P1-1,POWER PANEL,TB-21,MTW 12 AWG×3 W,BK,U8,V8,W8,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB21-P1-2,POWER PANEL,TB-21,MTW 14 AWG x7 W,BK,U9,V9,W9,703,704,713,714,,,,KMS-28,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,PP-TB21-P1-3,POWER PANEL,TB-21,MTW 12 AWG ×1 W,G,,,,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB21-C1-1,CONTROL PANEL,TB-21,MTW 14 AWG × 3 W,B/W NML24,SP TB21-1,SP TB21-2,,,,,,,,,,3.7,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB21-C1-2,CONTROL PANEL,TB-21,MTW 16 AWG x 7 W,BU,4705,4706,4707,4708,SP TB21-3,SP TB21-4,SP TB21-5,,,,KMS-22,3.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB21-C1-3,CONTROL PANEL,TB-21,MTW 12 AWG x 1 W,G,,,,,,,,,,,,4.3,
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB21-L1-1,CONTROL PANEL,TB-21,16XAWG28-**M X1 W,PL24 NL24 RED BLACK BROWN BN/BK ORANGE OR/BK YELLOW YE/BK GREEN GN/BK,X4000,X4001,X4002,X4003,X4004,X4005,X4006,X4007,X4008,X4009,KMS-36,6,Cable supplied
45072,151-E8810:401-0,UH1650 DIE CASTING MACHINE,CP-TB21-L1-2,CONTROL PANEL,TB-21,16XAWG28-**M X1 W,PL24 NL24 RED BLACK BROWN BN/BK ORANGE OR/BK YELLOW YE/BK GREEN GN/BK,X4100,X4101,X4102,X4103,X4104,X4105,X4106,X4107,X4108,X4109,KMS-36,6,Cable supplied
