Date,Plant,Shift,Machine Number,Part Description,Die Number,Die Related Downtime Reason,Die Related Downtime Minutes,Die Related Downtime Notes,DRD DT Description,DRD Start Time,DRD Stop Time
1-Nov-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Stuck part(Die),60,stuck partial c3,Die Related,12:00 AM,01:00 AM
1-Nov-22,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,Die Polish,20,ulr fault sprue core,Die Related,07:00 PM,07:20 PM
1-Nov-22,AAC Plant 2,2,2250-2,908K TAH AWD DC,2,Cavity Damage,20,drag marks trim die,Die Related,08:10 PM,08:30 PM
1-Nov-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,29,Die Polish,20,e-polish qc req,Die Related,05:15 PM,05:35 PM
1-Nov-22,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,3,Die Polish,20,e-polish,Die Related,09:10 PM,09:30 PM
1-Nov-22,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,3,Die Polish,15,e-polish,Die Related,03:25 AM,03:40 AM
1-Nov-22,AAC Plant 2,2,2250-8,984F Crankcase DC,1,Die Polish,30,qc req cond check,Die Related,06:10 PM,06:40 PM
1-Nov-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,11,L/S Issue,16,ej return t/o,Die Related,08:31 PM,08:47 PM
2-Nov-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Water Leak,70,busted sprue bushing,Die Related,03:35 AM,04:45 PM
2-Nov-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",1,Cavity Damage,45,broke pin on c2,Die Related,02:30 PM,03:15 PM
2-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,11,Cavity Damage,45,waiting on die /pulled die,Die Related,04:15 PM,05:00 PM
2-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,11,Cavity Damage,60,broke pin on ms main core,Die Related,03:15 PM,04:15 PM
2-Nov-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Die Polish,30,drag mark on spline,Die Related,04:10 PM,04:40 PM
2-Nov-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Die Polish,25,e-polish per qc,Die Related,02:20 AM,02:45 AM
2-Nov-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Stuck part(Die),30,stuck piece on c3,Die Related,05:20 AM,05:50 AM
2-Nov-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Vacuum (Die),125,flash through vac block,Die Related,09:00 AM,11:05 AM
2-Nov-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Stuck part(Die),20,stuck partial on c4,Die Related,11:10 AM,11:30 AM
2-Nov-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Vacuum (Die),70,flash thru vac block,Die Related,02:50 PM,04:00 PM
2-Nov-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Die Polish,10,e-polish trim die,Die Related,07:50 AM,08:00 AM
2-Nov-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Die Polish,20,over start polished sprue core,,05:15 AM,05:35 AM
2-Nov-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,L/S Issue,45,c3 not reading return,Die Related,12:30 PM,01:15 PM
2-Nov-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,1,L/S Issue,55,c3 ls bar broke,Die Related,01:15 PM,02:10 PM
2-Nov-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,25,e-polish qc req,Die Related,08:50 AM,09:15 AM
2-Nov-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Die Chip/Crack,90,bsm ng runners off,Die Related,06:40 AM,08:10 AM
2-Nov-22,AAC Plant 2,1,2250-8,984F Crankcase DC,1,L/S Issue,85,stuck part core 3 fault,Die Related,12:30 PM,01:55 PM
2-Nov-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,10,Vacuum (Die),90,flash out through vac block,Die Related,12:45 PM,02:15 PM
2-Nov-22,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,11,Stuck part(Die),10,stuck part,Die Related,08:10 AM,08:20 AM
2-Nov-22,AAC Plant 2,1,800-1,G300 CENTER SUPPORT DC,11,Stuck part(Die),-10,,,,
2-Nov-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Stuck part(Die),10,stuck part shot fwd t/o,Die Related,08:10 AM,08:20 AM
2-Nov-22,AAC Plant 2,2,2250-1,946F Crankcase DC,8,Water Leak,10,pwc fault,Die Related,08:35 PM,08:45 PM
2-Nov-22,AAC Plant 2,2,2250-1,946F Crankcase DC,8,Stuck part(Die),40,stuck part c3 ms,Die Related,04:05 AM,04:45 AM
2-Nov-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,1,Stuck part(Die),135,shut down stuck partial ss,Die Related,12:50 AM,03:05 AM
2-Nov-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,3,Dimensional(Die),175,shut down broke pin c3,Die Related,09:50 PM,12:45 AM
2-Nov-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,11,Water Leak,45,power cool leak,Die Related,01:50 AM,02:35 AM
2-Nov-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Water Leak,40,water leak,Die Related,01:20 AM,02:00 AM
2-Nov-22,AAC Plant 2,2,2250-3,908K TAH FWD DC,2,Die Polish,70,chunk out on trim die,Die Related,02:10 AM,03:20 AM
2-Nov-22,AAC Plant 2,2,2250-6,946F Crankcase DC,7,Die Chip/Crack,10,chunk out c4,Die Related,05:35 PM,05:45 PM
2-Nov-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Polish,15,e-polish ms stuck metal,Die Related,01:55 AM,02:10 AM
2-Nov-22,AAC Plant 2,2,2250-8,984F Crankcase DC,1,Die Polish,20,e-polish,Die Related,06:00 PM,06:20 PM
2-Nov-22,AAC Plant 2,2,2250-8,984F Crankcase DC,1,Water Leak,120,die change broke pin on ms main core,Die Related,02:45 AM,04:45 AM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,L/S Issue,10,c3 ls fault,Die Related,08:55 AM,09:05 AM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,L/S Issue,30,c3 ls fault,Die Related,12:45 PM,01:15 PM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,Flash Out,10,flash out,Die Related,06:35 AM,06:45 AM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,L/S Issue,55,c3 ls fault,Die Related,05:35 AM,06:30 AM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,L/S Issue,30,c3 ls fault,Die Related,01:45 PM,02:15 PM
3-Nov-22,AAC Plant 2,1,2250-1,946F Crankcase DC,8,L/S Issue,110,c3 ls fault,Die Related,02:55 PM,04:45 PM
3-Nov-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Die Polish,30,e-polish,Die Related,06:50 AM,07:20 AM
3-Nov-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Die Polish,10,e-polish chucked out metal saver,Die Related,12:05 PM,12:15 PM
3-Nov-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Die Polish,40,chuck out on metal saver c43,Die Related,12:50 PM,01:30 PM
3-Nov-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,1,Cavity Damage,90,pin on c4 still ng,Die Related,02:00 PM,03:30 PM
3-Nov-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,14,Cavity Damage,60,die chip ss drag marks,Die Related,07:20 AM,08:20 AM
3-Nov-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,11,Die Polish,160,crack on parts,Die Related,02:05 PM,04:45 PM
3-Nov-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Stuck part(Die),15,stuck part,Die Related,01:30 PM,01:45 PM
3-Nov-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Hydraulic Issue (Die),20,shut down busted o-ring,Die Related,07:05 AM,07:25 AM
3-Nov-22,AAC Plant 2,1,2250-2,908K TAH AWD DC,2,Die Polish,20,e-polish,Die Related,08:50 AM,09:10 AM
3-Nov-22,AAC Plant 2,1,2250-3,908K TAH FWD DC,2,Hydraulic Issue (Die),35,hyd leak c1,Die Related,06:50 AM,07:25 AM
3-Nov-22,AAC Plant 2,1,2250-4,946F Crankcase DC,13,Stuck part(Die),15,ulr fault in die,Die Related,02:00 PM,02:15 PM
3-Nov-22,AAC Plant 2,1,2250-4,946F Crankcase DC,13,Stuck part(Die),10,ulr fault in die,Die Related,11:55 AM,12:05 PM
3-Nov-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Die Polish,20,e-polish qc,Die Related,09:10 AM,09:30 AM
3-Nov-22,AAC Plant 2,1,2250-6,946F Crankcase DC,7,Stuck part(Die),10,vac fault runner stuck,Die Related,05:15 AM,05:25 AM
3-Nov-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Die Polish,20,e-polish,Die Related,07:10 AM,07:30 AM
3-Nov-22,AAC Plant 2,1,2250-8,984F Crankcase DC,2,Cavity Damage,235,carry over/broke pin  wait on die,,05:00 AM,08:55 AM
3-Nov-22,AAC Plant 2,1,2250-8,984F Crankcase DC,2,L/S Issue,30,stuck part c1 ls fault,Die Related,09:00 AM,09:30 AM
3-Nov-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,10,Water Leak,135,ulr fault bisc broke,Die Related,02:45 PM,05:00 PM
