Date,Plant,Shift,Machine Number,Part Description,Die Number,Machine Related Downtime Reason,Machine Related Downtime Minutes,Machine Related Downtime Notes,MRD DT Description,MRD Start Time,MRD Stop Time
3-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,15,over heated,Casting Process/Equipment,11:23 AM,11:38 AM
3-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Unload Robot Mech,12,scrap cnvyr,Casting Process/Equipment,09:48 AM,10:00 AM
3-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,25,laser mover flt,Casting Process/Equipment,04:05 PM,04:30 PM
3-Mar-22,AAC Plant 2,1,,744K CENTER SUPPORT DC,3,Unload Robot Mech,25,ulr,Casting Process/Equipment,05:15 AM,05:40 AM
3-Mar-22,AAC Plant 2,1,,744K CENTER SUPPORT DC,3,Press/BSM Mech,17,tp flt,Casting Process/Equipment,03:43 PM,04:00 PM
3-Mar-22,AAC Plant 2,1,,744K CENTER SUPPORT DC,3,Unload Robot Elec,-25,ulr; reading in dcm at start up; called maint,Casting Process/Equipment,05:15 AM,05:40 AM
3-Mar-22,AAC Plant 2,1,,744K CENTER SUPPORT DC,3,Press/BSM Mech,-17,f31 t/p fault,Casting Process/Equipment,03:42 PM,04:00 PM
3-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,1,Press/BSM Mech,15,servo fault; ng air fitting on clamp 1,Casting Process/Equipment,11:50 PM,12:05 AM
3-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,1,Press/BSM Mech,15,ng fitting on servo,Casting Process/Equipment,05:15 PM,05:30 PM
3-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,1,Laser Etch-MRD,15,laser etch fault; misload,Casting Process/Equipment,08:30 PM,08:45 PM
3-Mar-22,AAC Plant 2,2,2250-11,BC01 Transmission Case DC,13,Ladle-MRD,25,small biscuit; flashed out around sleeve,Casting Process/Equipment,12:40 AM,01:05 AM
3-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Vacuum (Mach),20,low oil,Casting Process/Equipment,03:00 AM,03:20 AM
3-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Unload Robot Mech,10,robot dropping parts,Casting Process/Equipment,09:50 PM,10:00 PM
3-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Unload Robot Mech,30,ulr fault; shaker jammed/ faulted out at servo,Casting Process/Equipment,09:45 PM,10:15 PM
3-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Elec,15,spray robot fault; count ng,Casting Process/Equipment,05:15 PM,05:30 PM
3-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,3,Press/BSM Mech,5,gate cutter fault; m33 inlet transport error,Casting Process/Equipment,03:33 AM,03:38 AM
3-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Press/BSM Mech,7,gate cutter fault; m33 inlet transfer error,Casting Process/Equipment,01:47 AM,01:54 AM
3-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Ladle-MRD,27,ladle mispour; build up on shot end,Casting Process/Equipment,10:53 PM,11:20 PM
3-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,15,shot blast pre-coat solidified,Casting Process/Equipment,05:15 PM,05:30 PM
3-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,16,scrap conveyor fault; call maint,Casting Process/Equipment,09:29 PM,09:45 PM
4-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,1,Press/BSM Mech,15,low die rev,Casting Process/Equipment,03:40 PM,03:55 PM
4-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Cooling Water (Mach),20,sleeve out of spec,Casting Process/Equipment,09:40 AM,10:00 AM
4-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,10,ulr,Casting Process/Equipment,06:30 AM,06:40 AM
4-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,15,ulr,Casting Process/Equipment,02:00 PM,02:15 PM
4-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,5,dropped parts,Casting Process/Equipment,11:15 AM,11:20 AM
4-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,5,dropped parts,Casting Process/Equipment,12:25 PM,12:30 PM
4-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,5,dropped parts,Casting Process/Equipment,10:15 AM,10:20 AM
4-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,Unload Robot Mech,20,part stuck at laser etch,Casting Process/Equipment,08:35 AM,08:55 AM
4-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,12,DC Mach Mech,15,part broke off bisc,Casting Process/Equipment,05:40 AM,05:55 AM
4-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Unload Robot Mech,40,busted air lines on ulr,Casting Process/Equipment,12:50 PM,01:30 PM
4-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Unload Robot Mech,75,clamp 2 dbl reading,Die Related,06:15 AM,07:30 AM
4-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Power-cool,15,broke pin det,Casting Process/Equipment,08:05 AM,08:20 AM
4-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Power-cool,20,broke pin det,Casting Process/Equipment,02:20 PM,02:40 PM
4-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Power-cool,10,broke pin det,Casting Process/Equipment,02:50 PM,03:00 PM
4-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,2,Press/BSM Mech,10,ulr flt,Casting Process/Equipment,07:50 AM,08:00 AM
4-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,1,Ladle-MRD,60,ladle probe sensor missing,Casting Process/Equipment,01:20 PM,02:20 PM
4-Mar-22,AAC Plant 2,1,2250-3,G298 TA HOUSING AWD DC,1,Spray Robot Mech,10,spray flt,Casting Process/Equipment,01:10 PM,01:20 PM
4-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,11,Press/BSM Mech,20,gate press jammed,Die Related,02:35 PM,02:55 PM
4-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Ladle-MRD,20,ladle mispour,Casting Process/Equipment,12:20 PM,12:40 PM
4-Mar-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Vacuum (Mach),5,sensor short,Casting Process/Equipment,09:10 AM,09:15 AM
4-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Mech,10,ran spray cyc,Casting Process/Equipment,08:15 AM,08:25 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Spray Robot Mech,100,ng ls at spray,Casting Process/Equipment,05:00 AM,06:40 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Elec,10,pressure,Casting Process/Equipment,12:00 PM,12:10 PM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Ladle-MRD,13,molten metal,Casting Process/Equipment,07:05 AM,07:18 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Unload Robot Mech,7,dirty photo eye,Casting Process/Equipment,07:28 AM,07:35 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Unload Robot Mech,12,dirty photo eye,Casting Process/Equipment,08:12 AM,08:24 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Ladle-MRD,8,small bisc,Casting Process/Equipment,08:55 AM,09:03 AM
4-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Mech,25,low acc prs,Casting Process/Equipment,01:00 PM,01:25 PM
4-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,DC Mach Mech,10,big bisc,Casting Process/Equipment,05:30 AM,05:40 AM
4-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Unload Robot Mech,5,ng photo eye,Casting Process/Equipment,12:10 PM,12:15 PM
4-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Unload Robot Mech,15,extract flt,Casting Process/Equipment,05:15 AM,05:30 AM
4-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Unload Robot Mech,15,ng photo eye,Casting Process/Equipment,02:20 PM,02:35 AM
4-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Unload Robot Mech,105,ng photo eye,Casting Process/Equipment,12:25 PM,02:05 PM
4-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,DC Mach Mech,16,lathe transport error,Casting Process/Equipment,09:17 AM,09:33 AM
4-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Unload Robot Mech,13,cyc ovr robot flt,Casting Process/Equipment,08:51 AM,09:04 AM
4-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,7,DC Mach Mech,7,cyc stop,Casting Process/Equipment,02:23 PM,02:30 PM
4-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Laser Etch-MRD,13,f10 laser marker fault,Casting Process/Equipment,02:45 PM,02:58 PM
4-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,3,Vacuum (Mach),10,vac fault; valve open end,Casting Process/Equipment,09:50 PM,10:00 PM
4-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,3,Press/BSM Mech,20,servo fault; ng air fitting clamp 1; replace fitting,Casting Process/Equipment,06:40 PM,07:00 PM
4-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Unload Robot Mech,60,ulr fault; transfer robot not finish task; called maint,Casting Process/Equipment,02:30 AM,03:30 AM
4-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,DC Mach Mech,15,conditon check failed leak test on c-2,Casting Process/Equipment,02:00 AM,02:15 AM
4-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Unload Robot Mech,35,ulr fault; transfer robot not complete task; called maint,Casting Process/Equipment,12:15 AM,12:50 AM
4-Mar-22,AAC Plant 2,2,2250-3,G298 TA HOUSING AWD DC,1,Unload Robot Mech,15,ulr fault; biscuit broke,Casting Process/Equipment,03:45 AM,04:00 AM
4-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,3,Laser Etch-MRD,15,laser etch clamp closing fault; part stuck in laser etch,Casting Process/Equipment,03:45 AM,04:00 AM
4-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,3,Laser Etch-MRD,30,laser etch clamp closing fault; part stuck in laser etcher,Casting Process/Equipment,02:30 AM,03:00 AM
4-Mar-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,29,Unload Robot Mech,10,ulr fault; cycle time out,Casting Process/Equipment,03:35 AM,03:45 AM
4-Mar-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,31,Unload Robot Mech,10,ulr fault; phot eye ng part detection,Casting Process/Equipment,07:05 PM,07:15 PM
4-Mar-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,31,Unload Robot Mech,10,ulr fault; cycle time over,Casting Process/Equipment,12:10 AM,12:20 AM
4-Mar-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,DC Mach Mech,40,shot rod blocker fault; sensor loose,Casting Process/Equipment,11:40 PM,12:20 AM
4-Mar-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,4,DC Mach Mech,15,ng photo eye detect,Casting Process/Equipment,06:35 PM,06:50 PM
4-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,3,DC Mach Mech,12,shot blast; blasting interlock error; call maint,Casting Process/Equipment,01:09 AM,01:21 AM
4-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Ladle-MRD,83,ladle fault; f80 ladle pour extended slide; call maint,Casting Process/Equipment,08:39 PM,10:04 PM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Laser Etch-MRD,13,laser marking fault; f10 laser marking,Casting Process/Equipment,06:04 PM,06:17 PM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Laser Etch-MRD,6,laser marking fault; f10 laser marking,Casting Process/Equipment,06:43 PM,06:49 PM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Unload Robot Elec,8,ulr fault; f7 robot fault,Casting Process/Equipment,06:53 PM,07:05 AM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Unload Robot Elec,7,ulr fault; f7 robot fault,Casting Process/Equipment,07:08 PM,07:15 PM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,15,scrap conveyor fault; cb/02 fault,Casting Process/Equipment,12:23 AM,12:38 AM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Laser Etch-MRD,13,laser marker flt,Casting Process/Equipment,02:45 AM,02:58 AM
4-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Laser Etch-MRD,-13,,,,
5-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,5,DC Mach Mech,5,biscuit fell no detect,Casting Process/Equipment,02:55 PM,03:00 PM
5-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,Cooling Water (Mach),13,water leak; main lines popped off,Casting Process/Equipment,06:12 AM,06:25 AM
5-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,335,acc not charging/ called maint,Casting Process/Equipment,06:25 AM,12:00 PM
5-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,DC Mach Mech,10,tonnage fault,Casting Process/Equipment,03:45 AM,03:55 AM
5-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,9,DC Mach Mech,90,high ejector pins; ejector rods loose,Casting Process/Equipment,09:00 PM,10:30 PM
5-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Press/BSM Mech,120,die wont open after shot being made; called maint,Casting Process/Equipment,03:00 AM,05:00 AM
6-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Laser Etch-MRD,5,2 dc ng read on marking unit,Casting Process/Equipment,11:40 PM,11:45 PM
6-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,Laser Etch-MRD,10,2 dc ng read on marking unit/ cleaned lens,Casting Process/Equipment,02:20 AM,02:30 AM
6-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,10,biscuit fall no detect; biscuit stuck on s/s,Casting Process/Equipment,03:55 AM,04:05 AM
6-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Cooling Water (Mach),20,main m/s water line came loose; ng clamp,Casting Process/Equipment,12:30 AM,12:50 AM
6-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,5,tonnage,Casting Process/Equipment,02:10 AM,02:15 AM
6-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,DC Mach Mech,30,acc charge issues; called maint,Casting Process/Equipment,04:00 AM,04:30 AM
7-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,1,Press/BSM Mech,40,Biscuit stuck under t/p,Casting Process/Equipment,06:50 AM,07:30 AM
7-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,1,DC Mach Mech,20,Machine lube fault,Casting Process/Equipment,05:15 AM,05:35 AM
7-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,3,Power-cool,45,Mold cooling alarm; Broke pin detector,Casting Process/Equipment,09:05 AM,09:50 AM
7-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,3,Laser Etch-MRD,10,Laser etch on parts faded,Casting Process/Equipment,12:20 PM,12:30 PM
7-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,3,Laser Etch-MRD,20,ULR fault; Part pusher hung,Casting Process/Equipment,03:00 PM,03:20 PM
7-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,3,Cooling Water (Mach),15,Add cooling water fault; Bushing too high,Casting Process/Equipment,06:05 AM,06:20 AM
7-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,3,Unload Robot Mech,20,ULR fault; Laser etch table return fault,Casting Process/Equipment,07:35 AM,07:55 AM
7-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Laser Etch-MRD,20,Laser etcher; Part stuck in laser,Casting Process/Equipment,07:20 AM,07:40 AM
7-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Unload Robot Mech,10,ULR fault; Dropped part in case,Casting Process/Equipment,09:50 AM,10:00 AM
7-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,Laser Etch-MRD,10,Laser fault; Part stuck in laser,Casting Process/Equipment,07:45 AM,07:55 AM
7-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,DC Mach Mech,10,Bad production alarm; NG tonnage,Casting Process/Equipment,11:05 AM,11:15 AM
7-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,DC Mach Mech,20,Grease 3 fault,Casting Process/Equipment,12:15 PM,12:35 PM
7-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,11,Spray Robot Mech,35,Carry over maint.; Replace air line on spray robot,Casting Process/Equipment,11:30 AM,12:05 PM
7-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,11,Press/BSM Mech,15,ULR fault at gp; Runners hung in g/p,Casting Process/Equipment,09:45 AM,10:00 AM
7-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Unload Robot Mech,10,ULR fault; Cooling stand clamp didn't return home,Casting Process/Equipment,05:20 AM,05:30 AM
7-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Laser Etch-MRD,20,Laser etcher fault; Clamp not reading part,Casting Process/Equipment,08:45 AM,09:05 AM
7-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Spray Robot Mech,25,Spray robot fault; NG spray count on both sides,Casting Process/Equipment,05:15 AM,05:40 AM
7-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Unload Robot Mech,10,ULR fault; Biscuit dropped when c1 returned,Casting Process/Equipment,07:35 AM,07:45 AM
7-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,DC Mach Mech,15,Die close time over; Tonnage hit limit,Casting Process/Equipment,12:50 PM,01:05 PM
7-Mar-22,AAC Plant 2,1,2250-6,587F Crank Case Stiffening DC,29,Unload Robot Mech,10,ULR fault; Bent biscuit,Casting Process/Equipment,08:20 AM,08:30 AM
7-Mar-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,DC Mach Mech,110,Shot fault,Casting Process/Equipment,08:55 AM,10:45 AM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,25,ULR inside die,Casting Process/Equipment,02:40 PM,03:05 PM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,10,ULR fault at bsm,Casting Process/Equipment,03:15 PM,03:25 PM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,15,ULR fault; Part hung up on die,Casting Process/Equipment,04:00 PM,04:15 PM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,10,ULR fault; Part hung up on die,Casting Process/Equipment,02:00 PM,02:10 PM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,15,ULR inside die,Casting Process/Equipment,01:20 PM,01:35 PM
7-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,1,Cooling Water (Mach),20,Water flow fault; Valve,Casting Process/Equipment,12:10 PM,12:30 PM
7-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Spray Robot Adjust,10,ADJ spray cycle,Casting Process/Equipment,05:15 AM,05:25 AM
7-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Unload Robot Mech,5,ULR; Small base,Casting Process/Equipment,05:45 AM,05:50 AM
7-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Unload Robot Mech,5,ULR; Small base,Casting Process/Equipment,05:55 AM,06:00 AM
7-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,DC Mach Mech,10,Turn table fwd time over; Stuck part,Casting Process/Equipment,03:35 PM,03:45 PM
7-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Other (Mach),10,Belt not moving @ t/p; Thick part,Casting Process/Equipment,03:15 PM,03:25 PM
7-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,DC Mach Mech,15,Toggle oil low,Casting Process/Equipment,01:45 PM,02:00 PM
7-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,DC Mach Mech,8,Build up on shot rod,Casting Process/Equipment,08:42 AM,08:50 AM
7-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,1,DC Mach Mech,7,Shot mon fault; PWC not reading,Casting Process/Equipment,02:40 PM,02:47 PM
7-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,1,Press/BSM Mech,10,Trim fault; Bisc.,Casting Process/Equipment,01:50 AM,02:00 AM
7-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,Unload Robot Mech,10,Robot fault; Misload of servo,Casting Process/Equipment,09:50 PM,10:00 PM
7-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,9,DC Mach Mech,15,E stop hit; Catcher pulled safety fence open,Casting Process/Equipment,03:30 AM,03:45 AM
7-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,7,Power-cool,10,Power cool fault; Broke pin detect,Casting Process/Equipment,05:25 PM,05:35 PM
7-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Laser Etch-MRD,50,Laser fault; Laser not reading part,Casting Process/Equipment,06:05 PM,06:55 PM
7-Mar-22,AAC Plant 2,2,2250-6,587F Crank Case Stiffening DC,29,Press/BSM Mech,270,BSM throwing good parts away; Bsm peener not working,Casting Process/Equipment,09:25 PM,01:55 AM
7-Mar-22,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,3,DC Mach Mech,10,Die clamp fault s/s,Casting Process/Equipment,10:20 PM,10:30 PM
7-Mar-22,AAC Plant 2,2,2250-7,A467 Transmission Housing DC,3,DC Mach Mech,10,Die clamp fault; s/s clamp leaking hyd fluid,Casting Process/Equipment,03:50 AM,04:00 AM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,25,ULR fault; Part hung up on m/s m/c,Casting Process/Equipment,08:20 PM,08:45 PM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,20,ULR fault; Part hung up at bsm,Casting Process/Equipment,07:00 PM,07:20 PM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,20,ULR fault; Part hung up on m/c; M/s,Casting Process/Equipment,06:35 PM,06:55 PM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,20,ULR fault; Hung up on m/s,Casting Process/Equipment,02:05 AM,02:25 AM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,25,ULR fault; Part hung up on m/s,Casting Process/Equipment,11:20 PM,11:45 PM
7-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,1,Unload Robot Mech,20,ULR fault; Robot hit biscuit in bsm,Casting Process/Equipment,10:10 PM,10:35 PM
7-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,DC Mach Mech,6,Tonnage fault; Tonnage too high,Casting Process/Equipment,01:12 AM,01:18 AM
7-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,DC Mach Mech,11,Condition monitor fault; Biscuit size small,Casting Process/Equipment,02:15 AM,02:26 AM
7-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,DC Mach Mech,14,Shot blast fault; DC pressure,Casting Process/Equipment,03:01 AM,03:15 AM
7-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,Press/BSM Mech,15,Gate cutter fault; M33 inlet amplifier,Casting Process/Equipment,11:11 PM,11:26 PM
7-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,6,Tonnage fault; Tonnage too high,Casting Process/Equipment,09:35 PM,09:41 PM
7-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,8,Biscuit fell; NG detect; Biscuit stuck to s/s,Casting Process/Equipment,08:19 PM,08:27 PM
7-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,10,DC Mach Mech,7,Scrap conv fault; OB/TL fault,Casting Process/Equipment,01:45 AM,01:52 AM
7-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,DC Mach Mech,20,Biscuit fall; No detect; Biscuit conv jammed,Casting Process/Equipment,04:10 AM,04:30 AM
7-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,DC Mach Mech,6,Tonnage fault; Too high,Casting Process/Equipment,11:43 PM,11:49 PM
7-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,DC Mach Mech,12,Powder lube fault; Abnormal,Casting Process/Equipment,02:02 AM,02:14 AM
8-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,1,Press/BSM Mech,10,misload at trim press/ gates hung in scrap chute,Casting Process/Equipment,02:05 PM,02:15 PM
8-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Press/BSM Mech,15,ulr fault; parts hung up on lower part pusher on ramp,Casting Process/Equipment,01:35 PM,01:50 PM
8-Mar-22,AAC Plant 2,1,2250-12,BC01 Transmission Case DC,9,DC Mach Mech,15,small biscuit; flashed through sleeve,Casting Process/Equipment,09:10 AM,09:25 AM
8-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Unload Robot Mech,10,ulr fault,Casting Process/Equipment,11:50 AM,12:00 PM
8-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,DC Mach Elec,5,c-1 return time over; l/s fell out,Casting Process/Equipment,09:50 AM,09:55 AM
