Location,Symbol Text,Description,Part Number,Quantity,Manufacturer,Notes,Number,Drawing Number,Equipment,Order Number
 POWER PANEL,MMS4 (THR4),CONNECTION MODULE,BZOLRK12AA,1,FUJI,UL 100kA,67,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC4,MAGNETIC CONTACTOR,"SK12A-H01 AC110V, 1b",1,FUJI,UL 25kA,68,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC4,SURGE ABS. UNIT,SZ1KZ5,1,FUJI,UL 25kA,68,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),MANUAL MOTOR STARTER,"BM3RHR-P63 32AF, 3P, 0.4-0.63A",1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),ALARM CONTACTS,BZOKIB,1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),AUX. & ALARM CONTACTS,"BZOWKUAB 1a(AUX.), 1b(ALARM)",1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),LONG COVER,BZORTCRE,1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),CONNECTION MODULE,BZOLRK12AA,1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),REVERSIBLE KIT,SZ1KRW1M,1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MMS7 (THR7),INTERLOCK UNIT,SZ1KRM,1,FUJI,UL 100kA,69,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC7F,MAGNETIC CONTACTOR,"SK06A-H01 AC110V, 1b",1,FUJI,UL 65kA,70,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC7F,SURGE ABS. UNIT,SZ1KZ5,1,FUJI,UL 65kA,70,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC7R,MAGNETIC CONTACTOR,"SK06A-H01 AC110V, 1b",1,FUJI,UL 65kA,70,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC7R,SURGE ABS. UNIT,SZ1KZ5,1,FUJI,UL 65kA,70,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS90,MAGNETIC SWITCH,SW-03,1,FUJI,UL 10kA,71,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS90,"COIL:AC100-120V, 60HZ",0.8~1.2A,1,FUJI,UL 10kA,71,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS90,COVER,SZ-T1,1,FUJI,UL 10kA,71,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS90,COVER,SZ-T12,1,FUJI,UL 10kA,71,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS90,SURGE ABS. UNIT,SZ-Z5,1,FUJI,UL 10kA,71,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS91,MAGNETIC SWITCH,SW-03,1,FUJI,UL 10kA,72,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS91,"COIL:AC100-120V, 60HZ",0.8~1.2A,1,FUJI,UL 10kA,72,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS91,COVER,SZ-T1,1,FUJI,UL 10kA,72,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS91,COVER,SZ-T12,1,FUJI,UL 10kA,72,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS91,SURGE ABS. UNIT,SZ-Z5,1,FUJI,UL 10kA,72,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS92,MAGNETIC SWITCH,SW-03,1,FUJI,UL 10kA,73,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS92,"COIL:AC100-120V, 60HZ",0.8~1.2A,1,FUJI,UL 10kA,73,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS92,COVER,SZ-T1,1,FUJI,UL 10kA,73,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS92,COVER,SZ-T12,1,FUJI,UL 10kA,73,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MS92,SURGE ABS. UNIT,SZ-Z5,1,FUJI,UL 10kA,73,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC347,MAGNETIC CONTACTOR,SC-N8 COIL:DC24V,1,FUJI,UL,74,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC347,COVER,SZ-N8T,2,FUJI,UL,74,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC348,MAGNETIC CONTACTOR,SC-N8 COIL:DC24V,1,FUJI,UL,74,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC348,COVER,SZ-N8T,2,FUJI,UL,74,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC1,MAGNETIC CONTACTOR,SC-N10 COIL: AC480V,1,FUJI,UL 50kA with EW250RAGU,75,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC1,COVER,SZ-N8T,2,FUJI,UL 50kA with EW250RAGU,75,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC34A,MAGNETIC CONTACTOR,SC-N1/G 2a2b COIL:DC24V,1,FUJI,UL 25kA with EW125JAGU,76,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC34A,COVER,SZ-T22,1,FUJI,UL 25kA with EW125JAGU,76,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC34A,SURGE ABS. UNIT,SZ-Z31,1,FUJI,UL 25kA with EW125JAGU,76,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC110,MAGNETIC CONTACTOR,"SC-5-1, 1a1b",2,FUJI,UL,77,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC110A,"COIL:AC100-120V, 60HZ",,2,FUJI,UL,77,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC110,COVER,SZ-T4,2,FUJI,UL,77,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC110,SURGE ABS. UNIT,SZ-Z2,2,FUJI,UL,77,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC310,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,4,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC311,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,1,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC321,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,1,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC322,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,1,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC323,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,1,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC311,COIL:DC24V,,5,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC311,COVER,SZ-T4,5,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC311,SURGE ABS. UNIT,SZ-Z1,5,FUJI,UL,78,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,MAGNETIC CONTACTOR,SC-5-1/G 1a1b,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,COIL:DC24V,,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,COVER,SZ-T4,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,SURGE ABS. UNIT,SZ-Z1,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,AUX. CONTACTS,SZ-A40,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC320,COVER,SZ-T5,1,FUJI,UL,79,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC120,MAGNETIC CONTACTOR,LC1D186F7,2,FUJI,UL 5kA,81,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC121,"COIL:AC110V, 1a1b",,2,FUJI,UL 5kA,81,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC341,MAGNETIC CONTACTOR,LC1D186BL,6,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC342,MAGNETIC CONTACTOR,LC1D186BL,1,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC343,MAGNETIC CONTACTOR,LC1D186BL,1,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC344,MAGNETIC CONTACTOR,LC1D186BL,1,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC345,MAGNETIC CONTACTOR,LC1D186BL,1,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC346,MAGNETIC CONTACTOR,LC1D186BL,1,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC341,"COIL:DC24V, 1a1b",,6,FUJI,UL 5kA,82,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC340,MAGNETIC CONTACTOR,LC1D186BL,2,FUJI,UL 5kA,83,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC340A,"COIL:DC24V, lalb",,2,FUJI,UL 5kA,83,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC340,AUX. CONTACTS,"LADN116, 1a1b",2,FUJI,UL 5kA,83,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC340B,MAGNETIC CONTACTOR,LC1D186BL,2,FUJI,UL 5kA,84,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC340C,"COIL:DC24V, 1a1b",,2,FUJI,UL 5kA,84,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MCDDVM,MAGNETIC CONTACTOR,LC1D326BL,2,FUJI,UL 5kA,85,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MCDDV,"COIL:DC24V, 1a1b",,2,FUJI,UL 5kA,85,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MCICVM,MAGNETIC CONTACTOR,LC1D186BL,2,FUJI,UL 5kA,86,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MCICV,"COIL:DC24V, 1a1b",,2,FUJI,UL 5kA,86,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC1027,MAGNETIC CONTACTOR,LP4 K0610BW3,3,FUJI,UL 5kA,87,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC102F,DC24V,,3,FUJI,UL 5kA,87,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,MC1038,,,3,FUJI,UL 5kA,87,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR8,THERMAL RELAY,TK-5-1NH/2E,1,FUJI,UL,89,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR8,7~11A,,1,FUJI,UL,89,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR8,COVER,SZ-T11,1,FUJI,UL,89,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR8,COVER,SZ-T13,1,FUJI,UL,89,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR9,THERMAL RELAY,TK-ONH/2E,1,FUJI,UL,90,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR9,1.7~2.6A,,1,FUJI,UL,90,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR9,COVER,SZ-T10,1,FUJI,UL,90,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR9,COVER,SZ-T12,1,FUJI,UL,90,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR10,THERMAL RELAY,TK-ONH/2E,1,FUJI,UL,91,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR10,7~11A,,1,FUJI,UL,91,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR10,COVER,SZ-T10,1,FUJI,UL,91,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,THR10,COVER,SZ-T12,1,FUJI,UL,91,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T50,3 PHASE TRANSFORMER,"30, 7.5kVA",1,NUNOME,UL 図番:H4-50936,93,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T50,"AC500, 480, 460/220, 200V",,1,NUNOME,UL 図番:H4-50936,93,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T50,WITH SHIELD,,1,NUNOME,UL 図番:H4-50936,93,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T51,3 PHASE TRANSFORMER,"30, 10kVA",2,NUNOME,UL 図番:H4-35713-1,94,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T52,3 PHASE TRANSFORMER,"30, 10kVA",2,NUNOME,UL 図番:H4-35713-1,94,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T51,"AC500, 480, 460/220, 200V",,2,NUNOME,UL 図番:H4-35713-1,94,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T51,WITH SHIELD,,2,NUNOME,UL 図番:H4-35713-1,94,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T110,SINGLE PHASE TRANSFORMER,"16, AC500, 480, 460",1,NUNOME,UL 図番:H4-50937,95,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T110,"/115V (1kVA), 100V (0.5kVA)",,1,NUNOME,UL 図番:H4-50937,95,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T110,WITH SHIELD,,1,NUNOME,UL 図番:H4-50937,95,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T130,SINGLE PHASE TRANSFORMER,"16, 3kVA AC500, 480, 460/115V WITH SHIELD",1,NUNOME,RU,96,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T140,SINGLE PHASE TRANSFORMER,"16, 2kVA AC500, 480, 460/115V WITH SHIELD",1,NUNOME,RU,97,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T150,SINGLE PHASE TRANSFORMER,"16, 2kVA AC500, 480, 460/200V WITH SHIELD",1,NUNOME,RU,98,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T151,SINGLE PHASE TRANSFORMER,"16, 2kVA AC500, 480, 460/110, 100V WITH SHIELD",1,NUNOME,UL,99,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T160,SINGLE PHASE TRANSFORMER,"16, AC500, 480, 460 /115V (1.5kVA), 100V (0.5kVA) WITH SHIELD",1,NUNOME,UL,100,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,T450,SINGLE PHASE TRANSFORMER,"2kVA, 1 180, 200, 220/90, 100, 110VAC WITH SHIELD",1,NUNOME,UL,101,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT10,CT,"CC3L2-4005 400A/5A, 15VA",1,FUJI,UL,103,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT11,CT,"CC3L2-4005 400A/5A, 15VA",1,FUJI,UL,103,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT10,TERMINAL CAP,SB-4064-23,2,FUJI,UL,103,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT11,TERMINAL CAP,SB-4064-23,2,FUJI,UL,103,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT50,CT,"CC3L1-0605 60A/5A, 5VA",1,FUJI,UL,104,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CT50,TERMINAL CAP,SB-4064-23,2,FUJI,UL,104,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,WHM10,POWER MONITOR,PR300-32333-6R-0,1,YOKOGAWA,UL61010,105,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,A50,AC AMMETER,LS-110NAA 30/5A 0-30-90A WITH COVER CT: 5A,1,MITSUBISHI,,106,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ELR110,EARTH LEAKAGE DETECTOR,"NV-ZBA, 16, 1W AC115V 200/500mA",1,MITSUBISHI,,108,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ZCT110,ZERO PHASE SEQUENCE CURRENT TRANSFORMER,ZT15B,1,MITSUBISHI,,109,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ELR132,EARTH LEAKAGE DETECTOR,"NV-ZBA, 16, 1W AC115V, 60HZ 200/500mA",1,MITSUBISHI,,110,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ELR133,EARTH LEAKAGE DETECTOR,"NV-ZBA, 16, 1W AC115V, 60HZ 200/500mA",1,MITSUBISHI,,110,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ZCT132,ZERO PHASE SEQUENCE CURRENT TRANSFORMER,ZT15B,1,MITSUBISHI,,111,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ZCT133,ZERO PHASE SEQUENCE CURRENT TRANSFORMER,ZT15B,1,MITSUBISHI,,111,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ELR160,EARTH LEAKAGE DETECTOR,"NV-ZBA, 16, 1W AC100V 200/500mA",1,MITSUBISHI,,112,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,ZCT160,ZERO PHASE SEQUENCE CURRENT TRANSFORMER,ZT15B,1,MITSUBISHI,,113,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC130,DC POWER SUPPLY,S8VM-30024C DC24V/14A,1,OMRON,UL,115,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC140,DC POWER SUPPLY,S8VM-30024C DC24V/14A,1,OMRON,UL,116,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC145,DC POWER SUPPLY,S8VM-30024C DC24V/14A,1,OMRON,UL,116,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC141,DC POWER SUPPLY,S8VM-600240 DC24V/27A,1,OMRON,UL,117,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC142,DC POWER SUPPLY,S8VM-03024CD DC24V/1.3A,1,OMRON,UL,118,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC143,DC POWER SUPPLY,S8VM-01505CD DC5V/3A,1,OMRON,UL,119,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,REC144,DC POWER SUPPLY,S8VM-15024CD DC24V/6.5A,1,OMRON,UL,120,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,COMBINATION LIGHT,COMBINATION LIGHT,AP30F-0311 L3&E3-S,1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL117,,AC115V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL180,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL190,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL170,,DC24V (W),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL353,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL356,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL154D,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL154E,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL154F,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1550,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1551,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1552,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1553,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1554,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1555,,DC24V (R),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1556,,DC24V (R),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1558,,DC24V (R),3,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL155A,,DC24V (R),3,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL155B,,DC24V (G),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL155C,,DC24V (W),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL155D,,DC24V (G),3,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL155F,,DC24V (G),3,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1560,,DC24V (0),6,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1565,,DC24V (0),6,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1582,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1583,,DC24V (G),2,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PL1584,,DC24V (R),1,FUJI,RU,1,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,DS126,DOOR SWITCH,Z-15GW2-B,1,OMRON,RU,2,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,DS126,COVER,AP-B,,OMRON,RU,2,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,CP151,CIRCUIT PROTECTOR,"60103 (Multi9 C60 UL489) 1P, AC2A, C CURVE",1,FUJI,UL489 5kA,3,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,CP151,COVER,ULM9T-COV,,FUJI,UL489 5kA,3,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PC151,HEAT EXCHANGER,OC-15S-A200,1,OHM ELECTRIC,RU,4,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,CON161,OUTLET,7110GD-IV,1,American,NEMA5-15,5,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,CON161,COVER,SLP-1000,,American,NEMA5-15,5,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,SP240,SAFETY PLUG,SPT-22-G-UL,1,DAIWA DENGYOH,UL,6,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PBES190,EMERGENCY STOP PUSH BUTTON SWITCH,XN4E-BL412MRH Φ30,1,i dec,RU,7,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PBES190,NAME PLATE,HNAV-27,,i dec,RU,7,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,KS170,KEY SWITCH,AR22JR-2A22B,1,FUJI,RU,8,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PBL320,ILLUMINATED PUSH BUTTON SWITCH,AR22G1L-11E3G LAMP: DC24V GREEN,1,FUJI,RU,9,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,PB320,PUSH BUTTON SWITCH,AR22G3R-11R,1,FUJI,RU,10,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 OPERATION PANEL,SS480,SELECTOR SWITCH,AR22PR-211B,1,FUJI,RU,11,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR140,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR141,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR142,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
