Location,Symbol Text,Description,Part Number,Quantity,Manufacturer,Notes,Number,Drawing Number,Equipment,Order Number
 POWER PANEL,CR143,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR144,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR145,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR146,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP514X2,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,8,FUJI,RU,139,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR147*4,TERMINAL RELAY DC5V,RS4N-DY,1,FUJI,UL,140,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,RZ4N,1,FUJI,UL,140,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR450,"AUX. CONTROL RELAY COIL:AC110-120V, 60HZ",HH54P-CRLAH,1,FUJI,RU,141,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP514X2,1,FUJI,RU,141,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,1,FUJI,RU,141,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR490,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,4,FUJI,RU,142,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR491,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,4,FUJI,RU,142,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP58X2,4,FUJI,RU,142,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,4,FUJI,RU,142,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR351,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,2,FUJI,RU,143,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR52G,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,2,FUJI,RU,143,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR52H,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,2,FUJI,RU,143,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP58X2,3,FUJI,RU,143,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,3,FUJI,RU,143,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR740,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,3,FUJI,RU,144,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR741,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,3,FUJI,RU,144,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR742,AUX. CONTROL RELAY COIL:DC24V,HH52PU-FLDE,3,FUJI,RU,144,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP58X2,5,FUJI,RU,144,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,5,FUJI,RU,144,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR320,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR351A,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR74D,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR74E,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR74EA,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR74F,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CR74FA,AUX. CONTROL RELAY COIL:DC24V,HH54P-FLDE,5,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP514X2,7,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,FINGER PROTECTOR,FX14X2,7,FUJI,RU,145,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,TR320,TIMER COIL:DC24V,MS4SA-CE,2,FUJI,RU,146,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,TR321,TIMER COIL:DC24V,MS4SA-CE,2,FUJI,RU,146,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,,SOCKET,TP48X,3,FUJI,RU,146,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CNV1,CONVERTER,MR-J3-CV75KA4,1,MITSUBISHI,●,148,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,INV1,INVERTER,MR-J3-DU55KA4-S183,1,MITSUBISHI,●,149,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,PP20,CONECTION BAR,MR-DCBAR085-C03,2,MITSUBISHI,●,150,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,RTC20,DC REACTL,DH-AL-75K,1,MITSUBISHI,●,151,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,LNF20,LINE NOISE FILTER,FR-BLF,8,MITSUBISHI,●,152,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,LNF21,LINE NOISE FILTER,FR-BLF,8,MITSUBISHI,●,152,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CAB20,CABLE (0.5m),MR-J3CDL05M,1,MITSUBISHI,●,153,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON20,CONNECTOR,MR-J3-TM,1,MITSUBISHI,●,154,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CAB21,CONNECTOR CABLE,MR-J2M-CN1TBL1M,1,MITSUBISHI,●,155,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,TB30,CONNECTOR TERMINAL,MR-TB50,1,MITSUBISHI,●,156,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON22,CONNECTOR FOR CN6,MR-J3CN6CBL1M,1,MITSUBISHI,●,157,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON23,CONNECTOR FOR CN23A,HOUSING: DK-3200S-03R,1,DDK,,158,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON23,CONTACT,DK-3REC2LLP1-100,10,DDK,,158,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON24,CONNECTOR FOR CN23B,HOUSING: DK-3200S-03RY,1,DDK,,159,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON24,CONTACT,SAME AS CON23,,DDK,,159,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CNV40,CONVERTER,MR-J3-CR55K4,1,MITSUBISHI,●,161,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,INV40,INVERTER,MR-J3-DU55KB4,1,MITSUBISHI,●,162,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,RTC40,REACTL,MR-DCL55K-4,1,MITSUBISHI,●,163,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,LNF40,LINE NOISE FILTER,FR-BLF,4,MITSUBISHI,●,164,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,LNF41,LINE NOISE FILTER,FR-BLF,4,MITSUBISHI,●,164,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CAB40,CABLE (0.5m),MR-J3CDL05M,1,MITSUBISHI,●,165,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON40,CONNECTOR,MR-J3-TM,1,MITSUBISHI,●,166,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CAB41,SSCNET CABLE,MR-J3BUS10M-A,1,MITSUBISHI,●,167,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CON41,CONNECTOR FOR CN3,MR-CCN1,1,MITSUBISHI,●,168,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,BAT40,BATTERY,MR-J3BAT,1,MITSUBISHI,●,170,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,R40,REGISTER,MR-RB136-4,1,MITSUBISHI,●,171,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,DBU40,BREAK,DBU-55K-4,1,MITSUBISHI,●,172,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,INV70,INVERTER,FRN3.7G1S-2J,1,FUJI,UL ●,174,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,INV71,INVERTER,FRN0.4G1S-2J,1,FUJI,UL ●,175,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,INV80,INVERTER,FRN2.2G1S-2J,1,FUJI,UL ●,176,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,NF430,"NOISE FILTER 36, 30A",3SUPF-BE30-ER-6A,1,OKAYA,,178,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,AMP430,AC SERVO AMPLIFIER,QS1A15AA03G01T00,1,SANYO,,179,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CN431,CONNECTOR FOR CN2,10120-3000PE,1,SUMITOMO,,180,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CN431,COVER,10320-52A0-008,1,SUMITOMO,,180,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CN442,CONNECTOR FOR CN1,10150-3000PE,1,SUMITOMO,,181,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,CN442,COVER,10350-52A0-008,1,SUMITOMO,,181,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,PS450,POWER UNIT,TS1PA1000,1,SANYO ELECTRIC,●,183,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,AMP450,SERVO AMP,TS1AA2AA,1,SANYO ELECTRIC,●,184,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,D450,BRAKE MODULE,BEM-2F-120L,1,MIKI PULLEY,,185,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 POWER PANEL,HUB490,SWITCHING HUB UNIT DC24V,IE-SW-BL05-5TX,1,Weidmuller,UL,187,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,AMP300,SAFETY RELAY TERMINAL,SL-R11E DC24V,1,KEYENCE,UL,236,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR300,SAFETY RELAY,G7SA-4A2B DC24V,2,OMRON,UL,237,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,SR301,SAFETY RELAY,G7SA-4A2B DC24V,2,OMRON,UL,237,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,P7SA-14F-ND,2,OMRON,UL,237,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,BASE UNIT,F3BU09-ON/D2,1,YOKOGAWA,UL,238,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,POWER UNIT,F3PU30-0S,1,YOKOGAWA,UL,239,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,CPU UNIT,F3RP61-2R/Z,1,UBE,UL (YOKOGAWA),240,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,S-DDV/JUNKWare,(JUNK-RT),1,UBE,UL (YOKOGAWA),241,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,INTERRUPT UNIT,YF31NT-U Rev. 2. 1,1,UBE,UL (YOKOGAWA),242,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,DIO (32/32) UNIT,F3WD64-3P,1,YOKOGAWA,UL,243,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,COUNTER (2ch) UNIT,F3XP02-0H,1,YOKOGAWA,UL,244,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,DA (4ch) UNIT,F3DA04-6R,1,YOKOGAWA,UL,245,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,RACK360,AD (8ch) UNIT,F3AD08-5R,1,YOKOGAWA,UL,246,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CN380,CONNECTOR,FCN-361J024-AU,1,INTERFACE,HS-DDV,247,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,FCN-360C024-B,1,INTERFACE,HS-DDV,247,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CN410,CONNECTOR,FCN-361J040-AU,3,INTERFACE,HS-DDV,248,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,FCN-360C040-B,3,INTERFACE,HS-DDV,248,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,AMP390,SIGNAL CONVERTER,WSP-DEW36PP-DX CE,2,WATANABE,,249,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,AMP391,SIGNAL CONVERTER,WSP-DEW36PP-DX CE,2,WATANABE,,249,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,HUB370,SWITCHING HUB,IE-SW-BL05-5TX DC24V,1,Weidmuller,UL,251,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB370,LAN CABLE,IE-C6FP8LB0020M40M40-B,2,Weidmuller,UL 1581 FT2,252,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB371,LAN CABLE,IE-C6FP8LB0020M40M40-B,2,Weidmuller,UL 1581 FT2,252,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB372,LAN CABLE,IE-C6FP8LD0300M40M40-D,1,Weidmuller,UL 1581 FT2,253,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB373,LAN CABLE,IE-C6FP8LB0030M40M40-B,2,Weidmuller,UL 1581 FT2,254,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB492,LAN CABLE,IE-C6FP8LB0030M40M40-B,2,Weidmuller,UL 1581 FT2,254,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CON370,LAN RECEPTACLE,NR3160W WN9501 WN3900,1,Panasonic,,255,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CAB580,DEVICE NET CABLE,DCA1-5C10,1,OMRON,,256,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,POWER UNIT,CJ1W-PA205R,1,OMRON,UL,258,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,CPU UNIT,CJ2M-CPU35,1,OMRON,UL,259,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,I/O CONTOROL UNIT,CJ1W-IC101,1,OMRON,UL,260,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,CABLE,CS1W-CN313 0.3m,1,OMRON,UL,261,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,DC INPUT UNIT,CJ1W-ID211,1,OMRON,UL,262,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,PLC1,DC OUTPUT UNIT,CJ1W-OD211,1,OMRON,UL,263,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,DS124,DOOR SWITCH,Z-15GW2-B,1,OMRON,RU,201,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,DS125,DOOR SWITCH,Z-15GW2-B,1,OMRON,RU,201,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,AP-B,2,OMRON,RU,201,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CP940,CIRCUIT PROTECTOR,"60218 (Multi9 C60 UL489) 1P, AC1A, D CURVE",1,FUJI,UL489 10kA,202,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CP942,CIRCUIT PROTECTOR,"60218 (Multi9 C60 UL489) 1P, AC1A, D CURVE",1,FUJI,UL489 10kA,202,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,AUX. SWITCH,26925,2,FUJI,UL489 10kA,202,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,ULM9T-COV,4,FUJI,UL489 10kA,202,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC170,MAGNETIC CONTACTOR,SC-5-1/G 1a1b COIL:DC24V,1,FUJI,,203,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC171,MAGNETIC CONTACTOR,SC-5-1/G 1a1b COIL:DC24V,1,FUJI,,203,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,SZ-T4,2,FUJI,,203,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SURGE ABS. UNIT,SZ-Z1,2,FUJI,,203,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC260,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC261,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC262,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC263,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,SZ-T1,4,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,"SURGE ABS, UNIT",SZ-Z1,4,FUJI,,204,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC1500,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC1501,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC1502,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,MC1503,MAGNETIC CONTACTOR,SC-03/G 1b COIL:DC24V,1,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,COVER,SZ-T1,4,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SURGE ABS. UNIT,SZ-Z1,4,FUJI,,205,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR410,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR410A,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR411,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR412,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR413,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP58X2,5,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,5,FUJI,RU,206,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR414,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,207,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP514X2,1,FUJI,RU,207,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,1,FUJI,RU,207,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR471,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,208,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR472,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,208,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR481,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,208,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP514X2,3,FUJI,RU,208,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,3,FUJI,RU,208,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR52A,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,209,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR52B,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,209,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP58X2,2,FUJI,RU,209,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,2,FUJI,RU,209,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR743,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR749,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR74A,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR74B,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR74C,AUX. CONTROL RELAY,HH52PU-FLDE COIL:DC24V,1,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP58X2,5,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,5,FUJI,RU,210,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR744,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR745,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR746,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR747,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR748,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR75C,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR75D,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,SOCKET,TP514X2,7,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,,FINGER PROTECTOR,FX14X2,7,FUJI,RU,211,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR760,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
 CONTROL PANEL,CR761,AUX. CONTROL RELAY,HH54P-FLDE COIL:DC24V,1,FUJI,RU,212,151-E8810:601-0,UH1650 DIE CASTING MACHINE,45072
