Date,Plant,Shift,Machine Number,Part Description,Die Number,Indirect Downtime Reason,Indirect Downtime Minutes,Indirect Downtime Notes,ID DT Description,ID Start Time,ID Stop Time
16-Mar-22,AAC Plant 2,1,2250-3,744 TA HOUSING AWD DC,1,Product Change,0,Finish die change; Carry over from previous shift,Die Related,05:00 AM,05:50 AM
16-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,12,Other (Indirect),30,Over start,Casting Process/Equipment,05:15 AM,05:45 AM
16-Mar-22,AAC Plant 2,1,2250-7,A467 Adaptor DC,3,Condition Check Die,40,CC; Cold shot on parts,Die Related,03:10 PM,04:00 PM
16-Mar-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Date Stamp-ID,5,Date stamp; Month stamp came out,Casting Process/Equipment,06:15 AM,06:20 AM
16-Mar-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Product Change,0,SCH die change; Set my19 1,Die Related,05:00 AM,06:05 AM
16-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,10,Date Stamp-ID,10,Wrong date stamp; Change date stamp,Die Related,05:30 AM,05:40 AM
16-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,5,Die Change,95,Found powder lube pin 7 wrong; Hole in pin pointed up; should be pointed down; Pulled m/s,Die Related,02:25 PM,04:00 PM
16-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Clean Up,10,Over4sd,Casting Process/Equipment,12:00 PM,12:10 PM
16-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Die Change,92,Failed ship ahead; Pulling die; Set die 5,Die Related,12:53 PM,02:25 PM
16-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Other (Indirect),15,Spruce bushing leak test,Casting Process/Equipment,04:15 PM,04:30 PM
16-Mar-22,AAC Plant 2,1,,946F Crankcase DC,1,Other (Indirect),24,robot won't start,,,
16-Mar-22,AAC Plant 2,2,1650-1,"103E Oil Pan, No. 1  DC",2,Die Change,0,Die change; Scheduled; Pulling die; Setting 881 op 9,Die Related,03:00 AM,04:00 AM
16-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,6,Die Change,35,Die change; Water leak; Squeeze pin,Die Related,11:15 PM,11:50 PM
16-Mar-22,AAC Plant 2,2,2250-1,946F Crankcase DC,6,Date Stamp-ID,45,Stuck date stamp,Die Related,05:15 PM,06:00 PM
16-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,0,Die change; Scheduled; Could not get cavity to go in holding block,Die Related,05:15 PM,10:25 PM
16-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Condition Check Die,30,CC; Failed leak test; c2 circuit,Die Related,06:35 PM,07:05 PM
16-Mar-22,AAC Plant 2,2,2250-3,744 TA HOUSING AWD DC,1,Product Change,0,Scheduled holding block change,Die Related,02:00 AM,04:00 AM
16-Mar-22,AAC Plant 2,2,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Clean Up,35,Over 4s,Casting Process/Equipment,11:45 PM,12:20 AM
16-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,Die Change,0,Die change; Sleeve and tip change; Set die 3;,Die Related,10:00 PM,12:35 AM
16-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Other (Indirect),52,Maint using part off of 800-3 shot blast to fix 800-2 shot blast,Casting Process/Equipment,03:00 AM,03:52 AM
17-Mar-22,AAC Plant 2,1,1650-1,881 Oil Pan DC,9,Other (Indirect),120,sensor break behind s/s,Casting Process/Equipment,06:00 AM,08:00 AM
17-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Condition Check Die,30,cold shot on bolt boss/ called dm to repair water leak on c-1,Die Related,07:10 AM,07:40 AM
17-Mar-22,AAC Plant 2,1,2250-3,744 TA HOUSING AWD DC,1,Water/Die Lube Supply,40,front chiller lost water,Casting Process/Equipment,09:50 AM,10:30 AM
17-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Water/Die Lube Supply,60,water supply,Casting Process/Equipment,09:30 AM,10:30 AM
17-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Other (Indirect),60,water chiller down,Casting Process/Equipment,10:35 AM,11:35 AM
17-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Other (Indirect),50,ng water flow from chiller,Casting Process/Equipment,10:40 AM,11:30 AM
17-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Condition Check Machine,25,air check sprue bushing,Casting Process/Equipment,04:05 PM,04:30 PM
17-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Condition Check Machine,17,pressure check sprue bushing,Casting Process/Equipment,04:13 PM,04:30 PM
17-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Condition Check Machine,10,pressure check sprue bushing,Casting Process/Equipment,04:20 PM,04:30 PM
17-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,80,Pulled 6; Set die 5; Broke power cool pin on s/s,Die Related,09:50 PM,11:10 PM
17-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Product Change,0,Die change; Scheduled,Die Related,03:00 AM,04:45 AM
17-Mar-22,AAC Plant 2,2,2250-7,A467 Extension Housing DC,1,Product Change,0,Die change; Scheduled,Die Related,05:15 PM,07:35 PM
17-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,3,Clean Up,15,CC; 3 ng on ship ahead,Casting Process/Equipment,01:45 AM,02:00 AM
17-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,11,Die Change,0,Die change;  Scheduled o ring change; Set die 4,Die Related,07:00 PM,08:20 PM
17-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Condition Check Die,15,Condition check; 3 ng for porosity on ship ahead,Die Related,12:50 AM,01:05 AM
18-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,15,Other (Indirect),20,Over start; E polish s/s,Casting Process/Equipment,05:15 AM,05:35 AM
18-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,15,Other (Indirect),-20,,,,
18-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Other (Indirect),20,over start,Casting Process/Equipment,05:15 AM,05:35 AM
18-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,13,Die Change,60,Die change; Broke locator on m/s,Die Related,11:10 AM,12:10 PM
18-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Metal Delivery,30,Ladler arm return; Over run,Casting Process/Equipment,12:45 PM,01:15 PM
18-Mar-22,AAC Plant 2,1,2250-7,A467 Transmission Housing DC,3,Product Change,0,Scheduled die change; Set 467 CH,Die Related,05:15 AM,06:20 AM
18-Mar-22,AAC Plant 2,1,2250-8,19MY NONPTO TRANSMISSION CASE DC,1,Product Change,0,Scheduled die change; Set die 3,Die Related,10:20 PM,11:35 PM
18-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,10,Other (Indirect),10,over start; Small biscuit,Casting Process/Equipment,05:15 AM,05:25 AM
18-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Die,20,condition check 1 out of 3 leaker,Die Related,06:55 PM,07:15 PM
18-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,4,Other (Indirect),30,hyd oil level low,Casting Process/Equipment,05:15 PM,05:45 PM
19-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Condition Check Die,25,developer check,Die Related,10:30 AM,10:55 AM
19-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,05:00 AM,07:15 AM
19-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Condition Check Die,12,condition chck,Die Related,12:13 PM,12:25 PM
20-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,4,Water/Die Lube Supply,16,lubrication oil low,Casting Process/Equipment,11:02 AM,11:18 AM
20-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,4,Die Change,45,die change,Die Related,08:50 PM,09:35 PM
20-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Die Change,70,die change sprue bushing,Die Related,10:50 PM,12:00 AM
20-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,7,Water/Die Lube Supply,30,cycle time over,Casting Process/Equipment,09:45 PM,10:15 PM
21-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,9,Condition Check Die,25,condition check qc req,Die Related,09:00 AM,09:25 AM
21-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,1,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
21-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Other (Indirect),25,over start,Casting Process/Equipment,05:15 AM,05:40 AM
21-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,12,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
21-Mar-22,AAC Plant 2,1,2250-8,19MY PTO TRANSMISSION CASE DC,3,Clean Up,5,over 4s+d,Casting Process/Equipment,11:30 AM,11:35 AM
21-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Condition Check Die,60,cond check dm working on tp,Die Related,02:38 PM,03:38 PM
21-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Condition Check Die,8,cond check,Die Related,01:09 PM,01:17 PM
21-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Condition Check Die,10,cleaning off die face,Die Related,12:25 PM,12:35 PM
21-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Condition Check Die,6,check powder and water leaking,Die Related,01:48 PM,01:54 PM
21-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,9,Die Change,0,scheduled die change,Die Related,03:15 PM,04:15 PM
21-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Die Change,30,die change,Die Related,11:00 PM,11:30 PM
21-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,9,Die Change,155,die change,Die Related,05:45 PM,08:40 PM
21-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,0,scheduled die change,Die Related,05:15 PM,06:15 PM
22-Mar-22,AAC Plant 2,1,1650-1,"103E Oil Pan, No. 1  DC",2,Condition Check Die,10,condition check,Die Related,07:10 AM,07:20 AM
22-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,9,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
22-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Machine,15,over start e-polish,Casting Process/Equipment,05:15 AM,05:30 AM
22-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Clean Up,50,over 4s+d,Casting Process/Equipment,12:00 PM,12:50 PM
22-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,12,Other (Indirect),15,over start all safety fences and doors open,Casting Process/Equipment,05:15 AM,05:30 AM
22-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Condition Check Die,10,condition check,Die Related,09:00 AM,09:10 AM
22-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,3,Die Change,50,die change to g298 #4,Die Related,11:30 AM,12:20 PM
22-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,4,Condition Check Die,15,PE request developer checks,Die Related,04:15 PM,04:30 PM
22-Mar-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,4,Die Change,0,scheduled die change carry over maint,Die Related,05:15 AM,02:15 PM
22-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,3,Die Change,80,flashed through powder pins ms,Die Related,07:40 AM,09:00 AM
22-Mar-22,AAC Plant 2,2,2250-12,BC01 Transmission Case DC,12,Condition Check Die,20,condition check,Die Related,08:55 PM,09:15 PM
22-Mar-22,AAC Plant 2,2,2250-2,744 TA HOUSING FWD DC,1,Die Change,75,die change found leaking core pin,Die Related,02:35 AM,03:50 AM
22-Mar-22,AAC Plant 2,2,500-3,G903 Stator Wheel DC,4,Clean Up,15,over start,Casting Process/Equipment,05:15 PM,05:30 PM
22-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,0,scheduled die change,Die Related,03:00 AM,05:00 AM
23-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
23-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,10,lube supply low,Casting Process/Equipment,02:45 PM,02:55 PM
23-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Condition Check Die,20,condition check,Die Related,06:10 PM,06:30 PM
24-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,9,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
24-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,9,Date Stamp-ID,10,date stamp chunk out,Casting Process/Equipment,05:35 AM,05:45 AM
24-Mar-22,AAC Plant 2,1,2250-13,G300 TRANSMISSION CASE DC,7,Other (Indirect),30,SCW /light curtain,Casting Process/Equipment,07:00 AM,07:30 AM
24-Mar-22,AAC Plant 2,1,2250-6,946F Crankcase DC,11,Condition Check Die,40,condition check,Die Related,01:20 PM,02:00 PM
24-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,5,Other (Indirect),15,over start,Casting Process/Equipment,05:15 AM,05:30 AM
24-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,5,Other (Indirect),25,over start flash out,Casting Process/Equipment,05:15 AM,05:40 AM
24-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,5,Die Change,85,die change pulled 5 set 6,Die Related,07:00 AM,08:25 AM
24-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Condition Check Die,30,shrinkage on c1 pin,Die Related,03:30 PM,04:00 PM
24-Mar-22,AAC Plant 2,1,500-2,G904 Stator Wheel DC,3,Die Change,0,scheduled die change,Die Related,08:00 AM,09:25 AM
24-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,15,pumping unit lower limit fault,Casting Process/Equipment,03:00 PM,03:15 PM
24-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Condition Check Die,15,condition check die,Die Related,09:00 AM,09:15 AM
24-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,5,pumping unit fault,Casting Process/Equipment,08:40 AM,08:45 AM
24-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,5,Die Change,0,scheduled die chantge,Die Related,05:15 AM,06:15 AM
24-Mar-22,AAC Plant 2,2,2250-4,946F Crankcase DC,12,Die Change,105,broke pin ms,Die Related,03:00 AM,04:45 AM
24-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,Die Change,25,die change,Die Related,03:10 AM,03:35 AM
24-Mar-22,AAC Plant 2,2,800-2,G300 CENTER SUPPORT DC,5,Die Change,0,scheduled die change,Die Related,03:30 AM,05:00 AM
24-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,Water/Die Lube Supply,35,lube fault,Casting Process/Equipment,08:10 PM,08:45 PM
24-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,Water/Die Lube Supply,7,lube fault,Casting Process/Equipment,09:09 PM,09:16 PM
24-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,4,Water/Die Lube Supply,8,lube fault,Casting Process/Equipment,09:40 PM,09:48 PM
25-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Die Change,45,die change pin leaking on s/s,Die Related,10:30 AM,11:15 AM
25-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,5,Condition Check Die,30,condition check,Die Related,10:00 AM,10:30 AM
25-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,6,Die Change,0,die change to 6 during 4s+d,Die Related,04:10 PM,05:00 PM
25-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,6,Die Change,0,scheduled carryover die change,Die Related,05:00 AM,05:40 AM
25-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,1,Die Change,80,die change to die 4,Die Related,08:00 AM,09:20 AM
25-Mar-22,AAC Plant 2,1,2250-6,946F Crankcase DC,1,Water/Die Lube Supply,10,die lube not working die lube station,Casting Process/Equipment,05:20 AM,05:30 AM
25-Mar-22,AAC Plant 2,1,2250-7,587F Crank Case Stiffening DC,31,Water/Die Lube Supply,10,die lube station,Casting Process/Equipment,05:15 AM,05:25 AM
25-Mar-22,AAC Plant 2,1,2250-8,G298 TA HOUSING AWD DC,5,Condition Check Die,10,die lube station down,Die Related,05:15 AM,05:25 AM
25-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
25-Mar-22,AAC Plant 2,1,500-3,G903 Stator Wheel DC,4,Water/Die Lube Supply,15,pumping unit fault,Casting Process/Equipment,07:15 AM,07:30 AM
25-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Condition Check Die,27,condirion check,Die Related,12:41 PM,01:08 PM
25-Mar-22,AAC Plant 2,2,2250-3,G300 TA HOUSING FWD DC,3,Die Change,0,scheduled die change,Die Related,05:15 PM,07:15 PM
25-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,4,Die Change,135,"die change auto exchange, broke pin on m/s",Die Related,01:45 AM,04:00 AM
25-Mar-22,AAC Plant 2,2,500-2,G904 Stator Wheel DC,3,Water/Die Lube Supply,90,carry over ng tip lube,Casting Process/Equipment,07:15 PM,08:45 PM
25-Mar-22,AAC Plant 2,2,500-2,G904 Stator Wheel DC,3,Die Change,0,scheduloed die change,Die Related,05:15 PM,07:15 PM
25-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,130,die change,Die Related,11:20 PM,01:30 AM
26-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Condition Check Die,87,condition check,Die Related,03:03 PM,04:30 PM
26-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,1,Die Change,175,die change flashed through,Die Related,10:15 AM,01:10 PM
26-Mar-22,AAC Plant 2,1,800-3,G300 CENTER SUPPORT DC,4,Die Change,10,die change o-ring  chnage,Die Related,09:49 AM,09:59 AM
26-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,6,Die Change,35,die change finish setting m/s,Die Related,01:00 AM,01:35 AM
26-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,10,Die Change,50,die change flashed out,Die Related,03:10 AM,04:00 AM
26-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,8,Die Change,25,die change to die 9 water leak,Die Related,09:00 PM,09:25 PM
26-Mar-22,AAC Plant 2,2,800-3,G300 CENTER SUPPORT DC,9,Die Change,20,die change found leaking sprue bushing,Die Related,02:50 AM,03:20 AM
28-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Condition Check Die,15,condition check,Die Related,07:10 AM,07:25 AM
28-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,250,die change,Die Related,07:25 AM,11:35 AM
28-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,9,Die Change,0,die change during 4s+d,Die Related,11:00 AM,11:55 AM
28-Mar-22,AAC Plant 2,1,2250-11,BC01 Transmission Case DC,9,Die Change,110,started die change stuck part,Die Related,09:10 AM,11:00 AM
28-Mar-22,AAC Plant 2,1,2250-3,G300 TA HOUSING FWD DC,3,Water/Die Lube Supply,35,die lube station down,Casting Process/Equipment,05:15 AM,05:50 AM
28-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,8,Water/Die Lube Supply,20,die lube station down,Casting Process/Equipment,05:15 AM,05:35 AM
28-Mar-22,AAC Plant 2,1,2250-5,G298 TA HOUSING AWD DC,2,Condition Check Die,10,condition check qc req,Die Related,08:50 AM,09:00 AM
28-Mar-22,AAC Plant 2,1,2250-6,946F Crankcase DC,11,Condition Check Die,20,condition check qc req,Die Related,12:40 PM,01:00 PM
28-Mar-22,AAC Plant 2,1,2250-7,A467 Extension Housing DC,1,Die Change,0,scheduled die change,Die Related,01:30 PM,03:00 PM
28-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
28-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Die Change,34,die change,Die Related,09:11 AM,09:45 AM
28-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,7,Die Change,60,die change /flash out,Die Related,07:48 AM,08:48 AM
28-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,165,pin on c3 had water leak,Die Related,01:45 AM,04:30 AM
28-Mar-22,AAC Plant 2,2,2250-5,G298 TA HOUSING AWD DC,2,Die Change,0,scheduled die change,Die Related,02:30 AM,04:45 AM
28-Mar-22,AAC Plant 2,2,800-1,744K CENTER SUPPORT DC,5,Die Change,20,die change finished,Die Related,11:00 PM,11:20 PM
29-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,0,scheduled die change carry over,Die Related,05:00 AM,06:35 AM
29-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,3,Die Change,30,die change carry over,Die Related,11:30 AM,12:00 PM
29-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,3,Condition Check Die,15,qc req condition check,Die Related,07:30 AM,07:45 AM
29-Mar-22,AAC Plant 2,1,2250-6,946F Crankcase DC,11,Die Change,0,scheduled die change,Die Related,03:00 PM,05:00 PM
29-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Die Change,0,scheduled die change,Die Related,05:15 AM,06:15 AM
29-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,3,Die Change,83,die change,Die Related,12:27 PM,01:50 PM
29-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Condition Check Machine,6,low ej pins,Casting Process/Equipment,02:49 PM,02:55 PM
29-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Condition Check Machine,20,low ej pins,Casting Process/Equipment,02:45 PM,01:05 PM
29-Mar-22,AAC Plant 2,1,800-2,G300 CENTER SUPPORT DC,11,Water/Die Lube Supply,16,hyd fluid low,Casting Process/Equipment,02:55 PM,03:11 PM
29-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Die Change,120,die change,Die Related,11:00 PM,01:00 AM
29-Mar-22,AAC Plant 2,2,2250-13,G300 TRANSMISSION CASE DC,8,Condition Check Die,30,condition check,Die Related,10:30 PM,11:00 PM
29-Mar-22,AAC Plant 2,2,2250-3,744 TA HOUSING FWD DC,1,Die Change,60,die chnage,Die Related,06:35 PM,07:35 PM
29-Mar-22,AAC Plant 2,2,2250-4,946F Crankcase DC,8,Die Change,35,die change,Die Related,10:00 PM,10:35 PM
29-Mar-22,AAC Plant 2,2,2250-6,984F Crankcase DC,2,Die Change,0,die change,Die Related,05:15 PM,07:15 PM
29-Mar-22,AAC Plant 2,2,2250-7,A467 Adaptor DC,3,Die Change,0,scheduled die change,Die Related,05:15 PM,07:40 PM
29-Mar-22,AAC Plant 2,2,2250-8,G298 TA HOUSING AWD DC,5,Die Change,0,scheduled die change,Die Related,07:15 PM,10:25 PM
30-Mar-22,AAC Plant 2,1,2250-1,946F Crankcase DC,10,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
30-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Other (Indirect),20,over 4s+d,Casting Process/Equipment,11:20 AM,11:40 AM
30-Mar-22,AAC Plant 2,1,2250-10,G300 TRANSMISSION CASE DC,6,Other (Indirect),25,over start,Casting Process/Equipment,05:15 AM,05:40 AM
30-Mar-22,AAC Plant 2,1,2250-4,946F Crankcase DC,6,Other (Indirect),30,shaker jammed,Casting Process/Equipment,07:45 AM,08:15 AM
30-Mar-22,AAC Plant 2,1,2250-6,984F Crankcase DC,2,Condition Check Die,10,condition check,Die Related,06:10 AM,06:20 AM
30-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Condition Check Die,15,tab height out of spec,Die Related,08:55 AM,09:10 AM
30-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Other (Indirect),10,over start,Casting Process/Equipment,05:15 AM,05:25 AM
30-Mar-22,AAC Plant 2,1,2250-9,881 Oil Pan DC,6,Condition Check Die,45,cond check,Die Related,01:10 PM,01:55 PM
30-Mar-22,AAC Plant 2,1,500-2,B700 V6 Stator Wheel DC,9,Die Change,0,scheduled die change,Die Related,01:50 PM,03:00 PM
30-Mar-22,AAC Plant 2,1,800-1,744K CENTER SUPPORT DC,6,Other (Indirect),30,catcher stuck pn table top,Casting Process/Equipment,04:00 PM,04:30 PM
30-Mar-22,AAC Plant 2,2,2250-10,G300 TRANSMISSION CASE DC,6,Die Change,145,die change ng core pin,Die Related,09:10 PM,11:35 PM
30-Mar-22,AAC Plant 2,2,2250-8,19MY PTO TRANSMISSION CASE DC,3,Condition Check Die,10,condition check,Die Related,12:25 AM,12:35 AM
31-Mar-22,AAC Plant 2,1,2250-2,744 TA HOUSING FWD DC,2,Condition Check Die,15,condition check,Die Related,10:30 AM,10:45 AM
